"idx","wojewodztwo"
"3450","mazowieckie"
"3451","mazowieckie"
"3452","podlaskie"
"3453","podlaskie"
"3454","podlaskie"
"3455","zachodniopomorskie"
"3456","zachodniopomorskie"
"3457","zachodniopomorskie"
"3458","śląskie"
"3459","podlaskie"
"3460","podlaskie"
"3461","podlaskie"
"3462","podlaskie"
"3463","zachodniopomorskie"
"3464","podlaskie"
"3465","świętokrzyskie"
"3466","świętokrzyskie"
"3467","warmińsko-mazurskie"
"3468","mazowieckie"
"3469","podlaskie"
"3470","podlaskie"
"3471","śląskie"
"3472","opolskie"
"3473","opolskie"
"3474","podlaskie"
"3475","zachodniopomorskie"
"3476","opolskie"
"3477","opolskie"
"3478","zachodniopomorskie"
"3479","zachodniopomorskie"
"3480","zachodniopomorskie"
"3481","zachodniopomorskie"
"3482","opolskie"
"3483","opolskie"
"3484","opolskie"
"3485","zachodniopomorskie"
"3486","zachodniopomorskie"
"3487","zachodniopomorskie"
"3488","zachodniopomorskie"
"3489","opolskie"
"3490","podkarpackie"
"3491","podkarpackie"
"3492","zachodniopomorskie"
"3493","zachodniopomorskie"
"3494","podkarpackie"
"3495","podkarpackie"
"3496","podkarpackie"
"3497","małopolskie"
"3498","małopolskie"
"3499","małopolskie"
"3500","podkarpackie"
"3501","podkarpackie"
"3502","podlaskie"
"3503","małopolskie"
"3504","podkarpackie"
"3505","zachodniopomorskie"
"3506","zachodniopomorskie"
"3507","zachodniopomorskie"
"3508","podkarpackie"
"3509","świętokrzyskie"
"3510","podkarpackie"
"3511","wielkopolskie"
"3512","wielkopolskie"
"3513","świętokrzyskie"
"3514","świętokrzyskie"
"3515","świętokrzyskie"
"3516","warmińsko-mazurskie"
"3517","mazowieckie"
"3518","mazowieckie"
"3519","wielkopolskie"
"3520","wielkopolskie"
"3521","wielkopolskie"
"3522","wielkopolskie"
"3523","wielkopolskie"
"3524","wielkopolskie"
"3525","warmińsko-mazurskie"
"3526","warmińsko-mazurskie"
"3527","warmińsko-mazurskie"
"3528","warmińsko-mazurskie"
"3529","warmińsko-mazurskie"
"3530","warmińsko-mazurskie"
"3531","warmińsko-mazurskie"
"3532","warmińsko-mazurskie"
"3533","świętokrzyskie"
"3534","mazowieckie"
"3535","mazowieckie"
"3536","wielkopolskie"
"3537","wielkopolskie"
"3538","wielkopolskie"
"3539","warmińsko-mazurskie"
"3540","warmińsko-mazurskie"
"3541","warmińsko-mazurskie"
"3542","mazowieckie"
"3543","mazowieckie"
"3544","wielkopolskie"
"3545","wielkopolskie"
"3546","warmińsko-mazurskie"
"3547","wielkopolskie"
"3548","wielkopolskie"
"3549","warmińsko-mazurskie"
"3550","warmińsko-mazurskie"
"3551","mazowieckie"
"3552","mazowieckie"
"3553","wielkopolskie"
"3554","wielkopolskie"
"3555","wielkopolskie"
"3556","wielkopolskie"
"3557","wielkopolskie"
"3558","wielkopolskie"
"3559","warmińsko-mazurskie"
"3560","warmińsko-mazurskie"
"3561","mazowieckie"
"3562","śląskie"
"3563","opolskie"
"3564","wielkopolskie"
"3565","wielkopolskie"
"3566","wielkopolskie"
"3567","zachodniopomorskie"
"3568","zachodniopomorskie"
"3569","wielkopolskie"
"3570","wielkopolskie"
"3571","wielkopolskie"
"3572","wielkopolskie"
"3573","warmińsko-mazurskie"
"3574","świętokrzyskie"
"3575","opolskie"
"3576","opolskie"
"3577","wielkopolskie"
"3578","wielkopolskie"
"3579","wielkopolskie"
"3580","wielkopolskie"
"3581","świętokrzyskie"
"3582","warmińsko-mazurskie"
"3583","warmińsko-mazurskie"
"3584","świętokrzyskie"
"3585","wielkopolskie"
"3586","opolskie"
"3587","wielkopolskie"
"3588","wielkopolskie"
"3589","wielkopolskie"
"3590","wielkopolskie"
"3591","warmińsko-mazurskie"
"3592","warmińsko-mazurskie"
"3593","opolskie"
"3594","opolskie"
"3595","opolskie"
"3596","podkarpackie"
"3597","wielkopolskie"
"3598","wielkopolskie"
"3599","wielkopolskie"
"3600","wielkopolskie"
"3601","wielkopolskie"
"3602","wielkopolskie"
"3603","warmińsko-mazurskie"
"3604","świętokrzyskie"
"3605","opolskie"
"3606","lubelskie"
"3607","wielkopolskie"
"3608","wielkopolskie"
"3609","wielkopolskie"
"3610","wielkopolskie"
"3611","wielkopolskie"
"3612","świętokrzyskie"
"3613","świętokrzyskie"
"3614","wielkopolskie"
"3615","opolskie"
"3616","opolskie"
"3617","wielkopolskie"
"3618","wielkopolskie"
"3619","wielkopolskie"
"3620","wielkopolskie"
"3621","wielkopolskie"
"3622","wielkopolskie"
"3623","mazowieckie"
"3624","mazowieckie"
"3625","opolskie"
"3626","opolskie"
"3627","wielkopolskie"
"3628","wielkopolskie"
"3629","wielkopolskie"
"3630","zachodniopomorskie"
"3631","zachodniopomorskie"
"3632","zachodniopomorskie"
"3633","zachodniopomorskie"
"3634","mazowieckie"
"3635","mazowieckie"
"3636","mazowieckie"
"3637","podlaskie"
"3638","opolskie"
"3639","wielkopolskie"
"3640","wielkopolskie"
"3641","zachodniopomorskie"
"3642","zachodniopomorskie"
"3643","mazowieckie"
"3644","mazowieckie"
"3645","mazowieckie"
"3646","opolskie"
"3647","opolskie"
"3648","śląskie"
"3649","opolskie"
"3650","pomorskie"
"3651","pomorskie"
"3652","pomorskie"
"3653","zachodniopomorskie"
"3654","warmińsko-mazurskie"
"3655","mazowieckie"
"3656","mazowieckie"
"3657","mazowieckie"
"3658","opolskie"
"3659","śląskie"
"3660","śląskie"
"3661","pomorskie"
"3662","pomorskie"
"3663","świętokrzyskie"
"3664","świętokrzyskie"
"3665","mazowieckie"
"3666","mazowieckie"
"3667","mazowieckie"
"3668","mazowieckie"
"3669","mazowieckie"
"3670","wielkopolskie"
"3671","wielkopolskie"
"3672","wielkopolskie"
"3673","pomorskie"
"3674","wielkopolskie"
"3675","wielkopolskie"
"3676","świętokrzyskie"
"3677","świętokrzyskie"
"3678","mazowieckie"
"3679","mazowieckie"
"3680","wielkopolskie"
"3681","wielkopolskie"
"3682","wielkopolskie"
"3683","wielkopolskie"
