"data.wydania";"data.ogloszenia";"data.wykonania";"organ.wlasciwy";"ocena.konstytucyjnosci";"status.orzeczenia";"tytul.orzeczenia";"akty.prawne";"dane.orzeczenia";"dokumenty.w.sprawie"
2008-04-03;2008-04-09;2009-03-01;"Minister Infrastruktury i Rozwoju";"niezgodny";"Wykonane";"Zwrot wywłaszczonej nieruchomości";"Dz.U. 2004 r. Nr 261 poz. 2603USTAWA z dnia 21 sierpnia 1997 r. o gospodarce nieruchomościami.
Dz.U. 2004 r. Nr 141 poz. 1492Ustawa z dnia 28 listopada 2003 r. o zmianie ustawy o gospodarce nieruchomościami oraz o zmianie niektórych innych ustaw";"K 6/05
Data wydania:2008-04-03
Dz.U. 2008 r. Nr 59 poz. 369
Data ogłoszenia:2008-04-09";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2009 r. Nr 42 poz. 335"
2008-04-01;2008-04-09;2010-07-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Działanie władzy publicznej (wynagrodzenie za szkodę)";"Dz.U. 2005 r. Nr 13 poz. 98Ustawa z dnia 22 grudnia 2004 r. o zmianie ustawy - Kodeks postępowania cywilnego oraz ustawy - Prawo o ustroju sądów powszechnych";"SK 77/06
Data wydania:2008-04-01
Dz.U. 2008 r. Nr 59 poz. 367
Data ogłoszenia:2008-04-09";"[Pokaż szczegóły]

ANALIZA
RCL 1604-23/08
AKTY WYKONUJĄCE
Dz.U. 2010 r. Nr 155 poz. 1037"
2008-03-26;2008-04-04;2009-02-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Uprawnienia samorządu notarialnego";"Dz.U. 2008 r. Nr 189 poz. 1158Ustawa z dnia 14 lutego 1991 r. - Prawo o notariacie";"K 4/07
Data wydania:2008-03-26
Dz.U. 2008 r. Nr 57 poz. 348
Data ogłoszenia:2008-04-04";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2009 r. Nr 37 poz. 286"
2008-03-17;2008-03-26;2010-01-01;"Minister Obrony Narodowej";"niezgodny";"Wykonane";"Zajmowanie przez osoby nie będące żołnierzami zawodowymi lokali znajdujących się w zasobach Wojskowej Agencji Mieszkaniowej";"Dz.U. 2004 r. Nr 116 poz. 1203Ustawa z dnia 16 kwietnia 2004 r. o zmianie ustawy o zakwaterowaniu Sił Zbrojnych Rzeczypospolitej Polskiej oraz niektórych innych ustaw";"K 32/05
Data wydania:2008-03-17
Dz.U. 2008 r. Nr 51 poz. 299
Data ogłoszenia:2008-03-26";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2010 r. Nr 28 poz. 143"
2007-12-10;2007-12-18;2008-10-01;"Minister Finansów";"niezgodny";"Wykonane";"Zastosowanie sankcji określonej ustawą do stanów faktycznych zaszłych w czasie, kiedy obowiązywała poprzednia ustawa";"Dz.U. 2005 r. Nr 184 poz. 1539Ustawa z dnia 29 lipca 2005 r. o ofercie publicznej i warunkach wprowadzania instrumentów finansowych do zorganizowanego systemu obrotu oraz o spółkach publicznych";"P 43/07
Data wydania:2007-12-10
Dz.U. 2007 r. Nr 235 poz. 1734
Data ogłoszenia:2007-12-18";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2008 r. Nr 231 poz. 1547"
2007-12-05;2007-12-12;NA;"Minister Środowiska";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Kwalifikacje do wykonywania dokumentacji hydrologicznych.";"Dz.U. 2005 r. Nr 239 poz. 2019Ustawa z dnia 18 lipca 2001 r. – Prawo wodne";"K 36/06
Data wydania:2007-12-05
Dz.U. 2007 r. Nr 231 poz. 1704
Data ogłoszenia:2007-12-12";"[Pokaż szczegóły]"
2007-11-27;2007-12-03;NA;"Minister Pracy i Polityki Społecznej";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Odszkodowanie za bezpodstawne rozwiązanie umowy o pracę";"Dz.U. 1998 r. Nr 21 poz. 94Ustawa z dnia 26 czerwca 1974 r. – Kodeks pracy";"SK 18/05
Data wydania:2007-11-27
Dz.U. 2007 r. Nr 225 poz. 1672
Data ogłoszenia:2007-12-03";"[Pokaż szczegóły]"
2007-11-14;2007-11-27;NA;"Minister Sprawiedliwości";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Postępowanie sądowe";"Dz.U. 2002 r. Nr 169 poz. 1387Ustawa z dnia 12 września 2002 r. o zmianie ustawy — Ordynacja podatkowa oraz o zmianie niektórych innych ustaw
Dz.U. 2002 r. Nr 153 poz. 1271Ustawa z dnia 30 sierpnia 2002 r. – Przepisy wprowadzające ustawę – Prawo o ustroju sądów administracyjnych i ustawę – Prawo o postępowaniu przed sądami administracyjnymi
Dz.U. 2002 r. Nr 153 poz. 12701. Ustawa z dnia 30 sierpnia 2002 r. - Prawo o postępowaniu przed sądami administracyjnymi";"SK 16/05
Data wydania:2007-11-14
Dz.U. 2007 r. Nr 221 poz. 1650
Data ogłoszenia:2007-11-27";"[Pokaż szczegóły]"
2007-10-30;2007-11-13;2009-10-01;"Minister Pracy i Polityki Społecznej";"niezgodny";"Wykonane";"Postępowanie sądowo-administracyjne";"Dz.U. 2009 r. Nr 175 poz. 1362Ustawa z dnia 12 marca 2004 r. o pomocy społecznej";"P 28/06
Data wydania:2007-10-30
Dz.U. 2007 r. Nr 209 poz. 1519
Data ogłoszenia:2007-11-13";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2009 r. Nr 202 poz. 1551"
2007-10-23;2007-10-23;2008-03-01;"Minister Pracy i Polityki Społecznej";"niezgodny";"Wykonane";"Wyłączenie mężczyzn z prawa do wcześniejszej emerytury";"Dz.U. 2004 r. Nr 39 poz. 353Ustawa z dnia 17 grudnia 1998 r. o emeryturach i rentach z Funduszu Ubezpieczeń Społecznych";"P 10/07
Data wydania:2007-10-23
Dz.U. 2007 r. Nr 200 poz. 1445
Data ogłoszenia:2007-10-23";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2008 r. Nr 67 poz. 411"
2007-07-10;2007-07-18;NA;"Minister Sprawiedliwości";"niezgodny";"Częściowo wykonane";"Skierowanie na obserwację w zakładzie leczniczym";"Dz.U. 1997 r. Nr 89 poz. 555Ustawa z dnia 6 czerwca 1997 r. - Kodeks postępowania karnego";"SK 50/06
Data wydania:2007-07-10
Dz.U. 2007 r. Nr 128 poz. 903
Data ogłoszenia:2007-07-18";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2009 r. Nr 20 poz. 104"
2007-05-11;2007-05-15;NA;"Inny";"niezgodny";"Częściowo wykonane";"Lustracja";"Dz.U. 2007 r. Nr 63 poz. 425Ustawa z dnia 18 października 2006 r. o ujawnianiu informacji o dokumentach organów bezpieczeństwa państwa z lat 1944-1990 oraz treści tych dokumentów";"K 2/07
Data wydania:2007-05-11
Dz.U. 2007 r. Nr 85 poz. 571
Data ogłoszenia:2007-05-15";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2010 r. Nr 96 poz. 620
Dz.U. 2010 r. Nr 122 poz. 826
Dz.U. 2007 r. Nr 165 poz. 1171
Dz.U. 2010 r. Nr 79 poz. 522
Dz.U. 2007 r. Nr 140 poz. 983"
2007-04-24;2007-05-10;NA;"Minister Sprawiedliwości";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Wykup przez Skarb Państwa obligacji wydanych przed 1939 rokiem";"Dz.U. 1964 r. Nr 16 poz. 94Ustawa z dnia 23 kwietnia 1964 r. - Przepisy wprowadzające kodeks cywilny
Dz.U. 1950 r. Nr 34 poz. 312Ustawa z dnia 18 lipca 1950 r. - Przepisy wprowadzające przepisy ogólne prawa cywilnego
Dz.U. 1990 r. Nr 55 poz. 321Ustawa z dnia 18 lipca 1950 r. - Przepisy wprowadzające przepisy ogólne prawa cywilnego";"SK 49/05
Data wydania:2007-04-24
Dz.U. 2007 r. Nr 81 poz. 554
Data ogłoszenia:2007-05-10";"[Pokaż szczegóły]"
2007-01-16;2007-01-22;NA;"Minister Edukacji Narodowej";"niezgodny";"Częściowo wykonane";"Egzamin maturalny";"Dz.U. 2006 r. Nr 164 poz. 1154Rozporządzenie Ministra Edukacji Narodowej z dnia 8 września 2006 r. zmieniające rozporządzenie w sprawie warunków i sposobu oceniania, klasyfikowania i promowania uczniów i słuchaczay oraz przeprowadzania sprawdzianów i egazminów w szkołach publicznych
Dz.U. 2004 r. Nr 199 poz. 2046Rozporządzenie Ministra Edukacji Narodowej i Sportu z dnia 7 września 2004 r.sprawie warunków i sposobu oceniania, klasyfikowania i promowania uczniów i słuchaczy oraz przeprowadzania sprawdzianów i egzaminów w szkołach publicznych";"U 5/06
Data wydania:2007-01-16
Dz.U. 2007 r. Nr 10 poz. 70
Data ogłoszenia:2007-01-22";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2007 r. Nr 83 poz. 562
Dz.U. 2008 r. Nr 145 poz. 917"
2006-11-08;2006-11-17;2009-02-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Kompetencje samorządu radców prawnych";"Dz.U. 2005 r. Nr 169 poz. 1417Ustawa z dnia 8 lipca 2005 r. o Prokuratorii Generalnej Skarbu Państwa
Dz.U. 2002 r. Nr 123 poz. 1059Ustawa z dnia 6 lipca 1982 r. o radcach prawnych
Dz.U. 2005 r. Nr 163 poz. 1361Ustawa z dnia 30 czerwca 2005 r. o zmianie ustawy — Prawo o adwokaturze i niektórych innych ustaw
Dz.U. 2010 r. Nr 10 poz. 65Ustawa z dnia 6 lipca 1982 r. o radcach prawnych";"K 30/06
Data wydania:2006-11-08
Dz.U. 2006 r. Nr 206 poz. 1522
Data ogłoszenia:2006-11-17";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2009 r. Nr 37 poz. 286"
2006-09-26;2006-10-06;NA;"Minister Obrony Narodowej";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Samodzielność gminy";"Dz.U. 2001 r. Nr 142 poz. 1591Ustawa z dnia 8 marca 1990 r. o samorządzie gminnym";"K 1/06
Data wydania:2006-09-26
Dz.U. 2006 r. Nr 181 poz. 1337
Data ogłoszenia:2006-10-06";"[Pokaż szczegóły]"
2006-09-05;2006-09-15;2007-06-01;"Minister Infrastruktury i Rozwoju";"niezgodny";"Wykonane";"Spółdzielcze własnościowe prawa do lokalu";"Dz.U. 2003 r. Nr 119 poz. 1116Ustawa z dnia 15 grudnia 2000 r. o spółdzielniach mieszkaniowych";"K 51/05
Data wydania:2006-09-05
Dz.U. 2006 r. Nr 165 poz. 1180
Data ogłoszenia:2006-09-15";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2009 r. Nr 223 poz. 1779
Dz.U. 2007 r. Nr 125 poz. 873"
2006-05-17;2006-05-23;2006-12-01;"Minister Infrastruktury i Rozwoju";"niezgodny";"Wykonane";"Podwyżki czynszu albo innych opłat za użytkowanie lokalu";"Dz.U. 2005 r. Nr 31 poz. 266Ustawa z dnia 21 czerwca 2001 r. o ochronie praw lokatorów, mieszkaniowym zasobie gminy i o zmianie Kodeksu cywilnego";"K 33/05
Data wydania:2006-05-17
Dz.U. 2006 r. Nr 86 poz. 602
Data ogłoszenia:2006-05-23";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2009 r. Nr 202 poz. 1550
Dz.U. 2006 r. Nr 249 poz. 1833"
2006-05-09;2006-05-18;NA;"Minister Infrastruktury i Rozwoju";"niezgodny";"Niewykonane";"Wysokość dodatku mieszkaniowego";"Dz.U. 2001 r. Nr 156 poz. 18172. Rozporządzenie Rady Ministrów z dnia 28 grudnia 2001 r. w sprawie dodatków mieszkaniowych
Dz.U. 2001 r. Nr 71 poz. 734Ustawa z dnia 21 czerwca 2001 r. o dodatkach mieszkaniowych";"P 4/05
Data wydania:2006-05-09
Dz.U. 2006 r. Nr 84 poz. 587
Data ogłoszenia:2006-05-18";"[Pokaż szczegóły]"
2006-05-08;2006-05-18;2007-05-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Ustalenie przez komornika wysokości kosztów postępowania";"Dz.U. 1997 r. Nr 133 poz. 882ustawa z dnia 29 sierpnia 1997 r. o komornikach sądowych i egzekucji
Dz.U. 2004 r. Nr 236 poz. 2356Ustawa z dnia 24 września 2004 r. o zmianie ustawy o komornikach sądowych i egzekucji oraz o zmianie ustawy — Kodeks postępowania cywilnego";"P 18/05
Data wydania:2006-05-08
Dz.U. 2006 r. Nr 84 poz. 585
Data ogłoszenia:2006-05-18";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2007 r. Nr 112 poz. 769"
2006-04-19;2006-05-04;2009-02-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Aplikacje adwokackie";"Dz.U. 2009 r. Nr 146 poz. 1188Ustawa z dnia 26 maja 1982 r. – Prawo o adwokaturze
Dz.U. 2005 r. Nr 163 poz. 1361Ustawa z dnia 30 czerwca 2005 r. o zmianie ustawy — Prawo o adwokaturze i niektórych innych ustaw
Dz.U. 2002 r. Nr 123 poz. 1058Ustawa z dnia 26 maja 1982 r. — Prawo o adwokaturze";"K 6/06
Data wydania:2006-04-19
Dz.U. 2006 r. Nr 75 poz. 529
Data ogłoszenia:2006-05-04";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2009 r. Nr 37 poz. 286"
2006-04-10;2006-04-18;NA;"Minister Infrastruktury i Rozwoju";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Użytkowanie wieczyste schroniska";"Dz.U. 2000 r. Nr 6 poz. 70Ustawa z dnia 7 stycznia 2000 r. o zmianie ustawy o gospodarce nieruchomościami oraz innych ustaw";"SK 30/04
Data wydania:2006-04-10
Dz.U. 2006 r. Nr 64 poz. 456
Data ogłoszenia:2006-04-18";"[Pokaż szczegóły]"
2006-03-21;2006-03-27;NA;"Minister Pracy i Polityki Społecznej";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Fundusz rehabilitacji i zatrudnienia w zakładach pracy chronionej";"Dz.U. 2003 r. Nr 228 poz. 2262Ustawa z dnia 19 grudnia 2003 r. o zmianie ustawy o rehabilitacji zawodowej i społecznej oraz zatrudnianiu osób niepełnosprawnych oraz ustawy – Przepisy wprowadzające ustawę o działalności pożytku publicznego i o wolontariacie";"K 13/05
Data wydania:2006-03-21
Dz.U. 2006 r. Nr 49 poz. 359
Data ogłoszenia:2006-03-27";"[Pokaż szczegóły]"
2006-03-13;2006-03-21;NA;"Minister Rolnictwa i Rozwoju Wsi";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Zasady wyłączania z ubezpieczenia społecznego rolników";"Dz.U. 2004 r. Nr 91 poz. 873USTAWA z dnia 2 kwietnia 2004 r. o zmianie ustawy o ubezpieczeniu społecznym rolników oraz o zmianie niektórych innych ustaw";"P 8/05
Data wydania:2006-03-13
Dz.U. 2006 r. Nr 46 poz. 335
Data ogłoszenia:2006-03-21";"[Pokaż szczegóły]"
2005-12-21;2005-12-29;2007-06-01;"Minister Infrastruktury i Rozwoju";"niezgodny";"Wykonane";"Wygaśnięcie hipoteki z mocy prawa";"Dz.U. 2003 r. Nr 119 poz. 1116Ustawa z dnia 15 grudnia 2000 r. o spółdzielniach mieszkaniowych";"SK 10/05
Data wydania:2005-12-21
Dz.U. 2005 r. Nr 260 poz. 2184
Data ogłoszenia:2005-12-29";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2012 r. poz. 989
Dz.U. 2007 r. Nr 125 poz. 873"
2005-12-12;2005-12-21;2006-08-01;"Minister Spraw Wewnętrznych";"niezgodny";"Wykonane";"Kontrola operacyjna i przetwarzanie danych przez Policję";"Dz.U. 2002 r. Nr 7 poz. 58ustawa z dnia 6 kwietnia 1990 r. o Policji";"K 32/04
Data wydania:2005-12-12
Dz.U. 2005 r. Nr 250 poz. 2116
Data ogłoszenia:2005-12-21";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2006 r. Nr 158 poz. 1122"
2005-05-18;2005-05-31;2007-05-01;"Minister Pracy i Polityki Społecznej";"niezgodny";"Wykonane";"Dodatek dla osób samotnie wychowujących dzieci";"Dz.U. 2003 r. Nr 228 poz. 2255Ustawa z dnia 28 listopada 2003 r. o świadczeniach rodzinnych";"K 16/04
Data wydania:2005-05-18
Dz.U. 2005 r. Nr 95 poz. 806
Data ogłoszenia:2005-05-31";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2005 r. Nr 86 poz. 732
Dz.U. 2009 r. Nr 1 poz. 7
Dz.U. 2007 r. Nr 109 poz. 747"
2005-05-17;2005-05-30;2007-05-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Opłaty za czynności komornika";"Dz.U. 1997 r. Nr 133 poz. 882ustawa z dnia 29 sierpnia 1997 r. o komornikach sądowych i egzekucji
Dz.U. 2011 r. Nr 231 poz. 1376Ustawa z 29 sierpnia 1997 r. o komornikach sądowych i egzekucji";"P 6/04
Data wydania:2005-05-17
Dz.U. 2005 r. Nr 94 poz. 796
Data ogłoszenia:2005-05-30";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2007 r. Nr 112 poz. 769"
2005-04-20;2005-04-28;NA;"Minister Infrastruktury i Rozwoju";"niezgodny";"Częściowo wykonane";"Spółdzielnie mieszkaniowe - własność lokalu spółdzielczego";"Dz.U. 2002 r. Nr 240 poz. 2058Ustawa z dnia 19 grudnia 2002 r. o zmianie ustawy o spółdzielniach mieszkaniowych oraz o zmianie niektórych innych ustaw
Dz.U. 2003 r. Nr 119 poz. 1116Ustawa z dnia 15 grudnia 2000 r. o spółdzielniach mieszkaniowych";"K 42/02
Data wydania:2005-04-20
Dz.U. 2005 r. Nr 72 poz. 643
Data ogłoszenia:2005-04-28";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2007 r. Nr 125 poz. 873
Dz.U. 2009 r. Nr 223 poz. 1779
Dz.U. 2005 r. Nr 122 poz. 1024"
2005-04-19;2005-04-26;2006-12-01;"Minister Infrastruktury i Rozwoju";"niezgodny";"Wykonane";"Podwyżki czynszów";"Dz.U. 2004 r. Nr 281 poz. 2786Ustawa z dnia 22 grudnia 2004 r. o zmianie ustawy o ochronie praw lokatorów, mieszkaniowym zasobie gminy i o zmianie Kodeksu cywilnego
Dz.U. 2004 r. Nr 281 poz. 2783Ustawa z dnia 17 grudnia 2004 r. o zmianie ustawy o ochronie praw lokatorów, mieszkaniowym zasobie gminy i o zmianie Kodeksu cywilnego oraz o zmianie niektórych ustaw";"K 4/05
Data wydania:2005-04-19
Dz.U. 2005 r. Nr 69 poz. 626
Data ogłoszenia:2005-04-26";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2006 r. Nr 249 poz. 1833"
2005-04-04;2005-04-25;NA;"Minister Zdrowia";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Brak solidarnej odpowiedzialności Skarbu Państwa za zobowiązania ZOZ - zasady wynagradzania lekarzy za dyżury";"Dz.U. 1998 r. Nr 21 poz. 94Ustawa z dnia 26 czerwca 1974 r. – Kodeks pracy";"SK 7/03
Data wydania:2005-04-04
Dz.U. 2005 r. Nr 68 poz. 610
Data ogłoszenia:2005-04-25";"[Pokaż szczegóły]"
2005-03-15;2005-03-25;2008-07-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Konstytucyjność art. 179 Kodeksu cywilnego, dotyczącego zrzeczenia się własności nieruchomości";"Dz.U. 1964 r. Nr 16 poz. 93Ustawa z dnia 23 kwietnia 1964 r. - Kodeks cywilny";"K 9/04
Data wydania:2005-03-15
Dz.U. 2005 r. Nr 48 poz. 462
Data ogłoszenia:2005-03-25";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2008 r. Nr 163 poz. 1012"
2005-02-22;2005-03-10;2012-08-01;"Minister Kultury i Dziedzictwa Narodowego";"niezgodny";"Wykonane";"Nieopublikowanie sprostowania";"Dz.U. 1984 r. Nr 5 poz. 24Ustawa z dnia 26 stycznia 1984 r. - Prawo prasowe";"K 10/04
Data wydania:2005-02-22
Dz.U. 2005 r. Nr 39 poz. 377
Data ogłoszenia:2005-03-10";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2012 r. poz. 1136"
2004-05-05;2004-05-14;2012-08-01;"Minister Kultury i Dziedzictwa Narodowego";"niezgodny";"Wykonane";"Konstytucyjność niektórych przepisów prawa prasowego - publikowanie sprostowań prasowych";"Dz.U. 1984 r. Nr 5 poz. 24Ustawa z dnia 26 stycznia 1984 r. - Prawo prasowe
Dz.U. 1997 r. Nr 88 poz. 554ustawa z dnia 6 czerwca 1997 r. Przepisy wprowadzające Kodeks karny.";"P 2/03
Data wydania:2004-05-05
Dz.U. 2004 r. Nr 111 poz. 1181
Data ogłoszenia:2004-05-14";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2012 r. poz. 1136"
2004-03-30;2004-04-15;NA;"Minister Infrastruktury i Rozwoju";"niezgodny";"Częściowo wykonane";"Konstytucyjność niektórych przepisów ustawy z dnia 15 grudnia 2000 roku o spółdzielniach mieszkaniowych";"Dz.U. 2003 r. Nr 119 poz. 1116Ustawa z dnia 15 grudnia 2000 r. o spółdzielniach mieszkaniowych";"K 32/03
Data wydania:2004-03-30
Dz.U. 2004 r. Nr 63 poz. 591
Data ogłoszenia:2004-04-15";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2005 r. Nr 122 poz. 1024
Dz.U. 2007 r. Nr 125 poz. 873"
2004-03-16;2004-03-16;NA;"Minister Sprawiedliwości";"niezgodny";"Częściowo wykonane";"Konstytucyjność niektórych przepisów dotyczących likwidacji nie podjętych depozytów i nie odebranych rzeczy";"Dz.U. 1954 r. Nr 41 poz. 184Dekret z dnia 18 września 1954 r. o likwidacji niepodjętych depozytów i nieodebranych rzeczy
Dz.U. 1971 r. Nr 7 poz. 78Rozporządzenie Rady Ministrów z dnia 16 marca 1971 r. w sprawie orzekania o przejściu depozytów na własność Państwa
Dz.U. 1997 r. Nr 89 poz. 555Ustawa z dnia 6 czerwca 1997 r. - Kodeks postępowania karnego";"K 22/03
Data wydania:2004-03-16
Dz.U. 2004 r. Nr 51 poz. 514
Data ogłoszenia:2004-03-16";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2006 r. Nr 208 poz. 1537"
2003-11-26;2003-12-04;NA;"Minister Sprawiedliwości";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Konstytucyjność przepisów stanowiących, iż uprawnionymi do udzielania porad prawnych w ramach działalności gospodarczej są wyłącznie radcowie prawni i adwokaci";"Dz.U. 1998 r. Nr 113 poz. 717Ustawa z dnia 28 sierpnia 1998 r. o zmianie ustawy - Kodeks wykroczeń, ustawy - Kodeks postępowania w sprawach o wykroczenia, ustawy o ustroju kolegiów do spraw wykroczeń, ustawy - Kodeks pracy i niektórych innych ustaw
Dz.U. 1997 r. Nr 75 poz. 471Ustawa z dnia 22 maja 1997 r. o zmianie ustawy - Prawo o adwokaturze, ustawy o radcach prawnych oraz niektórych innych ustaw.";"SK 22/02
Data wydania:2003-11-26
Dz.U. 2003 r. Nr 206 poz. 2012
Data ogłoszenia:2003-12-04";"[Pokaż szczegóły]"
2003-07-02;2003-07-09;2004-12-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Przepisów KPC wyłączających obowiązek zwrotu kosztów postępowania przez Prezesów Urzędów: Ochrony Konkurencji i Konsumentów, Regulacji Energetyki, Regulacji Telekomunikacji i Transportu Kolejowego; postępowanie przed Sądem Antymonopolowym";"Dz.U. 1964 r. Nr 43 poz. 296Ustawa z dnia 17 listopada 1964 r. - Kodeks postępowania cywilnego";"K 25/01
Data wydania:2003-07-02
Dz.U. 2003 r. Nr 119 poz. 1121
Data ogłoszenia:2003-07-09";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2004 r. Nr 172 poz. 1804"
2003-06-09;2003-07-27;NA;"Minister Sprawiedliwości";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Norma intertemporalna wyrażona w art. 5 ust. 2 ustawy nowelizującej kodeks postępowania cywilnego";"Dz.U. 2000 r. Nr 48 poz. 554Ustawa z dnia 24 maja 2000 r. o zmianie ustawy - Kodeks postępowania cywilnego, ustawy o zastawie rejestrowym i rejestrze zastawów , ustawy o kosztach sądowych w sprawach cywilnych oraz ustawy o komornikach sądowych i egzekucji
Dz.U. 1964 r. Nr 43 poz. 296Ustawa z dnia 17 listopada 1964 r. - Kodeks postępowania cywilnego";"SK 12/03
Data wydania:2003-06-09
Dz.U. 2003 r. Nr 109 poz. 1036
Data ogłoszenia:2003-07-27";"[Pokaż szczegóły]"
2003-05-19;2003-05-19;2006-11-01;"Minister Spraw Wewnętrznych";"niezgodny";"Wykonane";"Konstytucyjność niektórych przepisów ustawy o cudzoziemcach";"Dz.U. 2001 r. Nr 127 poz. 1400Ustawa z dnia 25 czerwca 1997 r. o cudzoziemcach";"K 39/01
Data wydania:2003-05-19
Dz.U. 2003 r. Nr 101 poz. 942
Data ogłoszenia:2003-05-19";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2006 r. Nr 234 poz. 1694"
2003-01-28;2003-02-13;NA;"Minister Sprawiedliwości";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Konstytucyjność przepisów regulujących odmowę przyjęcia kasacji";"Dz.U. 2000 r. Nr 48 poz. 554Ustawa z dnia 24 maja 2000 r. o zmianie ustawy - Kodeks postępowania cywilnego, ustawy o zastawie rejestrowym i rejestrze zastawów , ustawy o kosztach sądowych w sprawach cywilnych oraz ustawy o komornikach sądowych i egzekucji
Dz.U. 1964 r. Nr 43 poz. 296Ustawa z dnia 17 listopada 1964 r. - Kodeks postępowania cywilnego";"SK 37/01
Data wydania:2003-01-28
Dz.U. 2003 r. Nr 24 poz. 201
Data ogłoszenia:2003-02-13";"[Pokaż szczegóły]"
2002-10-02;2002-10-10;2006-12-01;"Minister Infrastruktury i Rozwoju";"niezgodny";"Wykonane";"Konstytucyjność przepisów regulujących zasady ustalania czynszu najmu lokali mieszkalnych";"Dz.U. 2001 r. Nr 71 poz. 733Ustawa z dnia 21 czerwca 2001 r. o ochronie praw lokatorów, mieszkaniowym zasobie gminy iozmianie Kodeksu cywilnego
Dz.U. 2005 r. Nr 31 poz. 266Ustawa z dnia 21 czerwca 2001 r. o ochronie praw lokatorów, mieszkaniowym zasobie gminy i o zmianie Kodeksu cywilnego";"K 48/01
Data wydania:2002-10-02
Dz.U. 2002 r. Nr 168 poz. 1383
Data ogłoszenia:2002-10-10";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2006 r. Nr 249 poz. 1833"
2002-06-25;2002-07-05;NA;"Minister Finansów";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Konstytucyjność przepisów dotyczących zwolnień podatkowych dla zakładów pracy chronionej";"Dz.U. 1997 r. Nr 123 poz. 776USTAWA z dnia 27 sierpnia 1997 r. o rehabilitacji zawodowej i społecznej oraz zatrudnianiu osób niepełnosprawnych.";"K 45/01
Data wydania:2002-06-25
Dz.U. 2002 r. Nr 100 poz. 923
Data ogłoszenia:2002-07-05";"[Pokaż szczegóły]"
