loggingTime,loggingSample,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,IP_en0,IP_pdp_ip0,deviceOrientation,state
50:42.6,244,0.57,63.984375,16,10,-9999,1421743843,-10.44332886,-15.7885437,-38.71815491,73.32392883,68.02637482,10,4358.823127,-0.096954346,-0.668212891,-0.950485229,4358.796902,-0.007963651,-0.327235386,-0.583748133,4358.796902,1.820617665,0.199169855,0.521883883,0.002390629,-0.31020388,-0.587922215,-0.105904639,-0.152395293,-0.055620652,XArbitraryZVertical,-0.081639809,-0.261653919,-0.774916044,-0.569541301,0.171517432,-0.498514116,-0.84974432,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:42.6,245,0.57,63.984375,16,10,-9999,1421743843,-10.05784607,-16.27455139,-38.24234009,74.94368744,69.64613342,10,4358.881142,0.183349609,-0.777984619,-0.964477539,4358.870028,0.641409565,-0.018221614,-1.216444901,4358.870028,1.746903845,0.223579887,0.532288788,0.651763737,-0.001190347,-1.220618963,-0.279043555,-0.150970981,-0.212853506,XArbitraryZVertical,-0.085345411,-0.269472648,-0.753787712,-0.593215592,0.191046104,-0.507506788,-0.840201318,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:42.7,246,0.57,63.984375,16,10,-9999,1421743843,-9.236679077,-16.92814636,-37.70089722,75.46167755,70.16412354,10,4358.939152,-0.121643066,-0.456848145,-1.203903198,4358.906591,-0.147403569,-0.771621098,-0.738778463,4358.906591,1.702433326,0.232908277,0.534286658,-0.137049496,-0.754589975,-0.742952526,0.238569096,-0.322712451,-0.082481705,XArbitraryZVertical,-0.088515007,-0.271049619,-0.740707198,-0.608317387,0.198640987,-0.509227216,-0.837394416,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:42.7,247,0.57,63.984375,16,10,-9999,1421743843,-8.314956665,-16.94488525,-37.3235321,75.7035141,70.40596008,10,4358.99728,-0.028930664,-0.421539307,-0.940948486,4358.979718,0.472922282,-0.251804278,-0.99322513,4358.979718,1.656136711,0.205400577,0.517176819,0.483276188,-0.234773368,-0.997399092,-0.30989936,0.113553517,-0.192708418,XArbitraryZVertical,-0.099021612,-0.254403682,-0.726112551,-0.631057882,0.177285224,-0.494428158,-0.850946963,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:42.8,248,0.57,63.984375,16,10,-9999,1421743843,-7.611053467,-18.41966248,-36.92975616,79.9937973,74.69624329,10,4359.055192,0.149490356,-0.481445313,-0.739471436,4359.052845,0.050607518,-0.722234374,-0.756085016,4359.016281,1.609327771,0.22403281,0.529444954,0.546422064,-0.146561861,-1.048268437,-0.166035444,0.069660075,-0.038486395,XArbitraryZVertical,-0.102528935,-0.262161349,-0.711415285,-0.643931313,0.191746503,-0.505054355,-0.841518462,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:42.9,249,0.57,63.984375,16,10,-9999,1421743843,-7.393173218,-19.40843201,-36.61802673,83.45267487,78.15512085,10,4359.113208,-0.110687256,-0.344467163,-0.912734985,4359.12597,0.310236429,-0.402442523,-0.898081036,4359.089408,1.547047208,0.210961029,0.521470935,-0.207438275,-0.765241623,-0.669914663,-0.180209816,0.096224345,0.033517834,XArbitraryZVertical,-0.112340239,-0.251888066,-0.690712935,-0.668466689,0.181567848,-0.498156101,-0.847864151,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:42.9,250,0.57,63.984375,16,10,-9999,1421743843,-7.074768066,-19.79389954,-36.14221954,86.47064209,81.17308807,10,4359.171314,0.080215454,-0.485855103,-0.601135254,4359.162534,0.307858493,-0.308313094,-1.074783639,4359.12597,1.515926274,0.207561177,0.517866688,0.320590049,-0.385412097,-0.902254879,-0.295111388,0.156404629,-0.030661918,XArbitraryZVertical,-0.11611114,-0.247798741,-0.680215035,-0.680015804,0.179053038,-0.495027691,-0.850227952,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:43.0,251,0.57,63.984375,16,10,-9999,1421743843,-6.488220215,-20.48101807,-35.50232697,89.3108902,84.01333618,10,4359.22944,0.015792847,-0.511810303,-0.695281982,4359.23566,0.290071772,-0.351808374,-0.791792413,4359.199097,1.430785698,0.228519699,0.522979986,0.137610242,-0.348848164,-0.882596731,-0.103085779,-0.004671115,0.181626692,XArbitraryZVertical,-0.121628286,-0.251595666,-0.651733446,-0.705088431,0.196255937,-0.499464005,-0.843812346,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:43.0,252,0.57,63.984375,16,10,-9999,1421743843,-6.002212524,-21.10110474,-35.42029572,91.59348297,86.29592896,10,4359.287398,0.081359863,-0.532775879,-0.721435547,4359.272223,0.220838905,-0.36375851,-0.7005123,4359.272223,1.363851628,0.237516308,0.528099327,0.231192246,-0.346728563,-0.704686046,-0.106997877,-0.046034243,0.161415845,XArbitraryZVertical,-0.129108684,-0.252136334,-0.628165253,-0.724683815,0.20323506,-0.503892541,-0.839516461,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:43.1,253,0.57,63.984375,16,10,-9999,1421743843,-4.594467163,-22.03959656,-34.92808533,91.54122925,86.24367523,10,4359.345243,0.022079468,-0.552307129,-0.741699219,4359.345349,0.550118001,-0.280049232,-0.771493533,4359.308787,1.337741564,0.238704941,0.528014108,0.197114095,-0.352897376,-0.61465925,-0.17607522,-0.022060003,-0.028954884,XArbitraryZVertical,-0.131988677,-0.250840576,-0.618732798,-0.73268528,0.204242945,-0.503818929,-0.83931601,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:43.2,254,0.56,63.984375,16,10,-9999,1421743843,-4.594467163,-22.03959656,-34.92808533,91.54122925,86.24367523,10,4359.403396,0.084518433,-0.652572632,-0.775802612,4359.381913,0.096661562,-0.407703864,-0.678448543,4359.381913,1.272697265,0.24793239,0.541576445,0.10696429,-0.390676498,-0.682705879,-0.063691452,-0.16549702,0.207861558,XArbitraryZVertical,-0.142681959,-0.253563509,-0.594815063,-0.749361359,0.210282639,-0.515487492,-0.830694795,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:43.2,255,0.56,63.984375,16,10,-9999,1421743843,-4.376602173,-22.39154053,-34.45227814,93.01394653,87.71639252,10,4359.46134,0.143280029,-0.693313599,-0.864257813,4359.455039,0.326500088,0.027910195,-0.629113484,4359.455039,1.229399503,0.250088749,0.547492435,0.336793184,0.04493504,-0.633369148,-0.11429958,-0.147405669,-0.034027431,XArbitraryZVertical,-0.149880247,-0.252786121,-0.578448615,-0.760941712,0.211314961,-0.520547807,-0.82727015,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:43.3,256,0.56,63.984375,16,10,-9999,1421743843,-3.438095093,-22.62617493,-34.28821564,94.28647614,88.98892212,10,4359.519395,0.107315063,-0.65802002,-1.06288147,4359.491603,0.067670391,-0.144045856,-0.469231407,4359.491603,1.203892194,0.26248405,0.550597157,0.077963404,-0.127021134,-0.47348702,0.044157002,-0.184063911,-0.046316382,XArbitraryZVertical,-0.150816606,-0.256404071,-0.569559861,-0.766232908,0.221132308,-0.52319622,-0.823022604,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:43.3,257,0.56,63.984375,16,10,-9999,1421743843,-2.147674561,-23.31329346,-34.00928497,97.33837891,92.04082489,10,4359.577448,0.220932007,-0.621063232,-1.01802063,4359.564728,-0.003863714,-0.126431176,-0.483136038,4359.564728,1.173605673,0.26244829,0.541801079,0.00642917,-0.109406672,-0.487391591,-0.069532558,-0.105322242,-0.193491951,XArbitraryZVertical,-0.151109727,-0.251881513,-0.558078692,-0.776060389,0.222288296,-0.515679955,-0.827443123,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:43.4,258,0.56,63.984375,16,10,-9999,1421743843,-2.11416626,-23.31329346,-33.84522247,98.95308685,93.65553284,10,4359.635454,0.247436523,-0.546707153,-0.825042725,4359.637855,0.325434823,-0.227460056,-0.164302925,4359.601292,1.155965161,0.268605937,0.540110008,0.11297071,-0.105912998,-0.372282028,0.074452735,-0.083059698,-0.186453179,XArbitraryZVertical,-0.150934845,-0.252526324,-0.551712408,-0.780424594,0.22761026,-0.514230371,-0.826898277,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:43.4,259,0.56,63.984375,16,10,-9999,1421743843,-1.980117798,-23.64848328,-33.3201828,100.4644699,95.16691589,10,4359.693469,0.245056152,-0.446289063,-0.868438721,4359.674418,0.03130679,-0.267458871,-0.175190992,4359.674418,1.135351453,0.262732474,0.549623726,0.041599445,-0.250434726,-0.179446459,-0.013552665,0.012463455,0.051654268,XArbitraryZVertical,-0.159045092,-0.250948442,-0.543010024,-0.785410499,0.221468925,-0.522366405,-0.823459089,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:43.5,260,0.56,63.984375,16,10,-9999,1421743843,-1.812530518,-23.88310242,-33.35299683,103.2994385,98.00188446,10,4359.751528,0.207046509,-0.421432495,-0.731994629,4359.747544,0.085153244,-0.295133376,-0.042894204,4359.710981,1.129154969,0.258961981,0.551441578,0.156353921,-0.2335179,-0.100267194,0.018361729,0.094029799,-0.049281161,XArbitraryZVertical,-0.161590504,-0.249407331,-0.540236102,-0.787292478,0.218118981,-0.523915648,-0.823368967,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:43.6,261,0.56,63.984375,16,10,-9999,1421743844,-2.097427368,-23.79930115,-33.50066376,103.8231735,98.52561951,10,4359.809707,0.092437744,-0.41003418,-0.753845215,4359.784107,-0.050771568,-0.265646857,-0.159366755,4359.784107,1.120494721,0.245133166,0.555210664,-0.040479127,-0.248623073,-0.163622141,-0.076470837,0.126975849,0.061369225,XArbitraryZVertical,-0.167934492,-0.244142418,-0.535600662,-0.790774568,0.206231579,-0.527122319,-0.824384987,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:43.6,262,0.56,63.984375,16,10,-9999,1421743844,-2.281768799,-23.88310242,-33.61550903,104.2639389,98.96638489,10,4359.867673,0.075546265,-0.489944458,-0.59211731,4359.857234,0.277705916,-0.288165482,-0.338493634,4359.857234,1.092893167,0.245339232,0.56249,0.287998229,-0.271141917,-0.34274897,-0.103733666,0.061172023,0.174648136,XArbitraryZVertical,-0.174264096,-0.243583249,-0.524502365,-0.796992155,0.20546402,-0.533294201,-0.820598423,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:43.7,263,0.56,63.984375,16,10,-9999,1421743844,-2.298553467,-23.59820557,-33.36940002,103.1940079,97.89645386,10,4359.925837,0.067184448,-0.541976929,-0.73789978,4359.893797,-0.044334442,-0.406616495,-0.379914311,4359.893797,1.077382565,0.240729507,0.563802313,-0.034042206,-0.389593035,-0.384169608,-0.152821288,0.002284128,0.279871374,XArbitraryZVertical,-0.177890421,-0.240679777,-0.517870475,-0.801397788,0.201512083,-0.534403861,-0.820856512,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:43.7,264,0.56,63.984375,16,10,-9999,1421743844,-1.829315186,-23.73228455,-32.97563171,104.9344101,99.63685608,10,4359.983868,0.114898682,-0.606964111,-0.59072876,4359.966923,-0.009957559,-0.500850853,-0.524432079,4359.966923,1.042290539,0.231539249,0.556791944,0.000329802,-0.483829051,-0.528686225,-0.112630889,-0.0530928,0.178655848,XArbitraryZVertical,-0.181441027,-0.232226629,-0.503029972,-0.812472027,0.194814727,-0.52846545,-0.826299906,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:43.8,265,0.56,63.984375,16,10,-9999,1421743844,-2.214782715,-24.05070496,-33.22173309,110.2449722,104.9474182,10,4360.04176,0.029602051,-0.550811768,-0.862915039,4360.04005,-0.259659005,-0.478045938,-0.562996249,4360.003486,1.024815884,0.221606338,0.54622703,-0.351257861,-0.558930516,-0.443591863,-0.148446754,-0.067859083,0.180030063,XArbitraryZVertical,-0.181442894,-0.224234742,-0.495205719,-0.819492863,0.187814429,-0.519466996,-0.833594501,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:43.8,266,0.56,63.984375,16,10,-9999,1421743844,-2.130966187,-23.39712524,-33.66472626,110.4933853,105.1958313,10,4360.09989,0.076644897,-0.641372681,-0.717956543,4360.113176,-0.259634238,-0.539143647,-0.451283299,4360.076613,0.989746145,0.196249346,0.524213131,-0.117536277,-0.694927573,-0.557547271,-0.10264603,-0.083605006,0.07992015,XArbitraryZVertical,-0.181994903,-0.205736797,-0.478832576,-0.833828273,0.168808147,-0.500531971,-0.849100471,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:43.9,267,0.56,63.984375,16,10,-9999,1421743844,-2.415878296,-23.14573669,-34.042099,111.0545502,105.7569962,10,4360.157788,0.075592041,-0.599655151,-0.985702515,4360.149739,0.135281127,-0.476818487,-0.466068371,4360.113176,0.977222769,0.172374249,0.530405413,-0.249361649,-0.522135913,-0.455528706,-0.107153133,-0.131064534,0.079341255,XArbitraryZVertical,-0.191582223,-0.195925943,-0.4712303,-0.838362261,0.147955135,-0.505883098,-0.849818528,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:44.0,268,0.56,63.984375,16,10,-9999,1421743844,-2.315338135,-23.07870483,-34.46868134,112.057869,106.7603149,10,4360.215897,-0.031188965,-0.64666748,-0.903076172,4360.222865,0.086840623,-0.681340204,-0.748018301,4360.186302,0.937061462,0.155634426,0.528771132,0.0701214,-0.738889992,-0.560200691,-0.034517776,-0.120817237,-0.055760704,XArbitraryZVertical,-0.198564181,-0.184597933,-0.452691117,-0.849450776,0.133837238,-0.504472673,-0.85299176,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:44.0,269,0.56,63.984375,16,10,-9999,1421743844,-2.365615845,-23.06193542,-34.68197632,112.7207794,107.4232254,10,4360.273814,-0.080215454,-0.685562134,-1.143325806,4360.259429,0.111378723,-0.604746626,-0.844065472,4360.259429,0.87796455,0.139195256,0.526222642,0.121650919,-0.587739468,-0.848310709,-0.133204669,-0.186389059,-0.240820989,XArbitraryZVertical,-0.206316728,-0.171055296,-0.425769962,-0.864229965,0.119975291,-0.502270639,-0.856346965,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:44.1,270,0.56,63.984375,16,10,-9999,1421743844,-1.946624756,-22.94462585,-34.23898315,115.2912521,109.9936981,10,4360.331843,0.039276123,-0.467666626,-1.118225098,4360.332555,0.232380779,-0.692831211,-0.889815117,4360.295992,0.837920968,0.138945087,0.532317361,0.362134814,-0.592699468,-0.996852458,-0.086391144,-0.153708205,-0.25944832,XArbitraryZVertical,-0.212453978,-0.167924422,-0.408219161,-0.871792299,0.119334869,-0.507531404,-0.85332942,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:44.1,271,0.53,63.984375,12,10,-9999,1421743844,-1.577941895,-23.27981567,-33.74677277,117.7703094,112.4727554,10,4360.389984,-0.062973022,-0.348922729,-0.909347534,4360.369118,0.251795489,-0.911910832,-1.014444398,4360.369118,0.75875674,0.128999104,0.542205562,0.262088001,-0.894934475,-1.018757939,-0.113303691,0.121556252,-0.177766174,XArbitraryZVertical,-0.225236794,-0.156654511,-0.372108115,-0.886714893,0.110190898,-0.516026497,-0.849455476,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:44.2,272,0.53,63.984375,12,10,-9999,1421743844,-0.287506104,-24.16802979,-32.91000366,130.0059204,124.7083588,10,4360.447928,0.081436157,-0.369613647,-0.841415405,4360.442244,0.465692332,-0.57833872,-1.173306751,4360.442244,0.664215498,0.124775069,0.552511042,0.475984275,-0.561362207,-1.177620292,-0.078758426,0.185760751,-0.061017353,XArbitraryZVertical,-0.237792671,-0.145460501,-0.329140182,-0.902198775,0.105934329,-0.524826288,-0.844591796,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:44.3,273,0.53,63.984375,12,10,-9999,1421743844,-0.287506104,-24.16802979,-32.91000366,130.0059204,124.7083588,10,4360.505992,0.006790161,-0.319381714,-0.798049927,4360.478808,0.114253339,-0.769124918,-0.970409562,4360.478808,0.61798511,0.126833759,0.55854964,0.124545194,-0.752148509,-0.974723101,0.035506483,0.140598297,0.084163204,XArbitraryZVertical,-0.243550276,-0.141692905,-0.30837165,-0.90857763,0.10727001,-0.529956818,-0.841212749,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:44.3,274,0.53,63.984375,12,10,-9999,1421743844,1.069961548,-25.62606812,-32.17167664,148.0454102,142.7478485,10,4360.564054,-0.031646729,-0.316879272,-0.845932007,4360.551933,0.383380947,-0.486874317,-1.140915255,4360.551933,0.538295684,0.117553201,0.552985287,0.393672675,-0.469898105,-1.145228744,-0.193018824,0.265296459,-0.085286632,XArbitraryZVertical,-0.247673765,-0.126940728,-0.270827191,-0.921518524,0.099802881,-0.525229931,-0.845087528,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:44.4,275,0.53,63.984375,12,10,-9999,1421743844,2.15927124,-25.84393311,-31.7614975,153.4760437,148.1784821,10,4360.622173,0.147476196,-0.542892456,-0.519866943,4360.62506,0.124276679,-0.596273779,-0.865376353,4360.588497,0.48611716,0.132136827,0.568434893,0.639635742,-0.371159971,-1.16973567,-0.039698977,0.142332882,0.124994561,XArbitraryZVertical,-0.256318615,-0.128847838,-0.248481344,-0.925178915,0.11103382,-0.538313746,-0.835398018,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:44.4,276,0.53,63.984375,12,10,-9999,1421743844,3.097763062,-25.84393311,-31.7614975,157.0700226,151.7724609,10,4360.680192,0.015228271,-0.501983643,-0.886123657,4360.661623,-0.052983057,-0.539509033,-0.759997466,4360.661623,0.41104358,0.135512869,0.57200722,-0.042691559,-0.522533238,-0.764310837,-0.148520365,0.066726722,-0.002326297,XArbitraryZVertical,-0.262293622,-0.121029848,-0.214037758,-0.933135397,0.11359299,-0.54132086,-0.83310765,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:44.5,277,0.53,63.984375,12,10,-9999,1421743844,3.533508301,-25.97801208,-31.59742737,163.5754852,158.2779236,10,4360.738243,0.03288269,-0.583221436,-0.764511108,4360.73475,0.093368031,-0.493689879,-0.695039504,4360.698187,0.375161198,0.137938524,0.572816275,0.280713856,-0.425362527,-0.853405535,-0.074613899,0.025902908,-0.026246974,XArbitraryZVertical,-0.264565098,-0.117505348,-0.197588231,-0.936566438,0.11555323,-0.542000949,-0.832395613,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:44.5,278,0.53,63.984375,12,10,-9999,1421743845,4.170379639,-25.84393311,-31.66305542,167.4126129,162.1150513,10,4360.796363,-0.014419556,-0.588943481,-0.891952515,4360.771312,0.060555756,-0.466452931,-0.764714456,4360.771312,0.312128708,0.139712578,0.575080514,0.070846416,-0.449477643,-0.769027293,-0.129492834,-0.017926257,-0.022543721,XArbitraryZVertical,-0.269060809,-0.110092368,-0.168240899,-0.941902836,0.116858564,-0.543902338,-0.830971897,0,0,0,-1,10.20.4.224,10.165.65.4,5,0
50:44.6,279,0.53,63.984375,12,10,-9999,1421743845,5.10887146,-26.07855225,-31.10520935,176.9621582,171.6645966,10,4360.854278,0.162612915,-0.674819946,-0.798309326,4360.844439,0.362394439,-0.243662994,-0.700919498,4360.844439,0.245482874,0.159689262,0.597629335,0.372684121,-0.226688296,-0.705231547,-0.057414632,-0.085722685,0.056052595,XArbitraryZVertical,-0.281909483,-0.111579958,-0.139938852,-0.942599636,0.131450281,-0.562684298,-0.816153884,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:44.7,280,0.53,63.984375,12,10,-9999,1421743845,6.131134033,-25.86070251,-30.69502258,183.4672394,178.1696777,10,4360.912421,0.036346436,-0.637924194,-0.909835815,4360.881002,0.077701986,-0.458536419,-0.378633863,4360.881002,0.221651292,0.160955395,0.601341394,0.08799161,-0.441561818,-0.382945865,0.069374949,-0.137909994,-0.059997138,XArbitraryZVertical,-0.284899034,-0.108962362,-0.128957898,-0.943572787,0.132147878,-0.565749049,-0.813919485,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:44.7,281,0.53,63.984375,12,10,-9999,1421743845,6.583602905,-26.27966309,-30.58017731,188.7062683,183.4087067,10,4360.97043,0.15788269,-0.61555481,-1.04776001,4360.954129,-0.018665297,-0.310614332,-0.48036129,4360.954129,0.191558225,0.148714809,0.602298003,-0.008375824,-0.293639988,-0.484673232,-0.073068641,-0.048071161,-0.186341301,XArbitraryZVertical,-0.287657609,-0.098908441,-0.113010957,-0.945885164,0.12209513,-0.566537619,-0.814940453,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:44.8,282,0.53,63.984375,12,10,-9999,1421743845,7.337753296,-25.72660828,-30.79347229,199.7756195,194.4780579,10,4361.02845,0.272064209,-0.552597046,-0.947097778,4361.027255,0.186253497,-0.393964882,-0.089475555,4360.990692,0.169499073,0.154273129,0.59995899,0.075770937,-0.207217619,-0.440126508,0.167332739,-0.078061052,-0.281672627,XArbitraryZVertical,-0.287332814,-0.098293754,-0.103317063,-0.947155624,0.126826197,-0.564608634,-0.815556407,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:44.8,283,0.53,63.984375,12,10,-9999,1421743845,7.404769897,-26.02825928,-30.69502258,202.6155853,197.3180237,10,4361.086377,0.137374878,-0.47328186,-0.907318115,4361.063818,0.137325635,-0.500054567,-0.138268927,4361.063818,0.153562882,0.136071309,0.611153159,0.147614896,-0.483080536,-0.142580807,-0.027127922,0.047841806,0.003509517,XArbitraryZVertical,-0.294289636,-0.087665838,-0.093375282,-0.947095226,0.111097038,-0.573812246,-0.811416626,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:44.9,284,0.53,63.984375,12,10,-9999,1421743845,7.388031006,-26.48074341,-30.48173523,204.0377197,198.7401581,10,4361.144386,0.150848389,-0.457443237,-0.700332642,4361.136945,0.330524923,-0.440099621,-0.065519888,4361.100381,0.142969686,0.130307156,0.619070122,0.381662488,-0.289542943,-0.198170513,0.098994255,0.099015892,-0.124111585,XArbitraryZVertical,-0.298763951,-0.08356561,-0.087667352,-0.94661044,0.105824471,-0.580278099,-0.807513773,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:45.0,285,0.53,63.984375,12,10,-9999,1421743845,7.052841187,-26.88294983,-30.21922302,203.1527557,197.8551941,10,4361.202511,0.054199219,-0.424041748,-0.842498779,4361.210071,0.084344442,-0.310821526,-0.343556036,4361.173508,0.130373633,0.109179815,0.637152625,-0.010600529,-0.485303104,-0.172887474,0.031465352,0.1375117,0.064204752,XArbitraryZVertical,-0.308708581,-0.072079895,-0.078824357,-0.945140318,0.087583721,-0.594909132,-0.799006999,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:45.0,286,0.53,63.984375,12,10,-9999,1421743845,6.281921387,-27.55329895,-30.12077332,199.0636902,193.7661285,10,4361.260432,0.028259277,-0.491134644,-0.636856079,4361.246634,0.392911602,-0.374721146,-0.447601213,4361.246634,0.102694797,0.099435816,0.629374654,0.403193802,-0.357738793,-0.451920658,-0.051839229,0.126587957,0.029484959,XArbitraryZVertical,-0.306303807,-0.063061054,-0.064106166,-0.947676992,0.08025109,-0.588639319,-0.80440259,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:45.1,287,0.53,63.984375,12,10,-9999,1421743845,6.298690796,-27.97227478,-29.87467957,199.1056061,193.8080444,10,4361.31858,0.011306763,-0.563934326,-0.638137817,4361.31976,0.095474059,-0.484862299,-0.494182031,4361.283197,0.080605002,0.098638608,0.639180287,0.242742509,-0.417036086,-0.456811279,-0.07001961,0.061640903,0.18335785,XArbitraryZVertical,-0.311654879,-0.059408318,-0.053681042,-0.946815839,0.079037555,-0.596537769,-0.798683763,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:45.1,288,0.53,63.984375,12,10,-9999,1421743845,6.617095947,-27.98902893,-29.72701263,202.9973907,197.6998291,10,4361.376499,-0.070999146,-0.571380615,-0.707641602,4361.356324,0.047584297,-0.578028462,-0.447829712,4361.356324,0.03841121,0.091135299,0.644457622,0.057824865,-0.561051607,-0.452223569,-0.085847132,0.009288495,0.114131831,XArbitraryZVertical,-0.315464605,-0.049274818,-0.032619877,-0.94709557,0.072755091,-0.60076493,-0.796108127,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:45.2,289,0.52,63.984375,16,10,-9999,1421743845,7.756698608,-27.28517151,-30.41612244,218.8675079,213.5699463,10,4361.434553,-0.005157471,-0.589233398,-0.656509399,4361.42945,0.029118204,-0.587742076,-0.694177972,4361.42945,-0.015651409,0.080610121,0.646080701,0.039358325,-0.570765674,-0.698571622,-0.070259623,0.006083892,0.136570334,XArbitraryZVertical,-0.3174826,-0.035726514,-0.005376216,-0.947575596,0.064293437,-0.602061689,-0.795856833,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:45.2,290,0.52,63.984375,16,10,-9999,1421743845,7.756698608,-27.28517151,-30.41612244,218.8675079,213.5699463,10,4361.492611,-0.01348877,-0.556915283,-0.835113525,4361.466013,-0.188438088,-0.776204399,-0.723085254,4361.466013,-0.047325818,0.075082468,0.639934574,-0.17819804,-0.75922817,-0.727478802,-0.032536026,0.002996234,0.053826947,XArbitraryZVertical,-0.315068868,-0.028180624,0.010642021,-0.948590643,0.060169693,-0.597142935,-0.799874902,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:45.3,291,0.52,63.984375,16,10,-9999,1421743845,8.929824829,-26.68185425,-31.36774445,230.2915192,224.9939575,10,4361.550663,0.107040405,-0.689559937,-0.695755005,4361.539139,0.075099279,-0.68254342,-0.727728209,4361.539139,-0.109101189,0.065590638,0.638731308,0.085337579,-0.665567279,-0.732121825,0.015035595,-0.034056418,0.102106012,XArbitraryZVertical,-0.31502615,-0.013975883,0.04145931,-0.948074008,0.052621875,-0.59617734,-0.80112642,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:45.4,292,0.52,63.984375,16,10,-9999,1421743845,9.3487854,-26.36341858,-31.77792358,235.5050964,230.2075348,10,4361.608795,-0.006393433,-0.66734314,-0.818725586,4361.612266,-0.025934129,-0.670347207,-0.551760905,4361.575703,-0.135921466,0.057102413,0.641479498,-0.03311076,-0.741915762,-0.514866233,0.024235306,-0.085715801,0.069497719,XArbitraryZVertical,-0.316252438,-0.00562827,0.0554397,-0.947037041,0.04572624,-0.59838146,-0.799905419,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
50:45.4,293,0.52,63.984375,16,10,-9999,1421743845,9.332046509,-25.67631531,-32.35218048,241.0234528,235.7258911,10,4361.666719,0.00881958,-0.716690063,-0.868637085,4361.648828,0.042554385,-0.761952492,-0.809481928,4361.648828,-0.189248708,0.038857728,0.638152061,0.052794348,-0.744978786,-0.813873768,-0.031629842,-0.103109822,-0.095433854,XArbitraryZVertical,-0.313970055,0.011268263,0.083630319,-0.945675314,0.031202596,-0.595712185,-0.802591681,0,0,0,-1,10.20.4.224,10.165.65.4,1,0
