Wojewodztwo,Powiat,Gminy,Symbol terytorialny,Ogolem,Miasto,Wies
Wojewodztwo Lubuskie,Powiat żarski,M.Łęknica,0811011,2631,2631,0
Wojewodztwo Lubuskie,Powiat żarski,M.Żary,0811021,39365,39365,0
Wojewodztwo Lubuskie,Powiat żarski,G.Brody,0811032,3571,0,3571
Wojewodztwo Lubuskie,Powiat żarski,M-W.Jasień,0811043,7314,4515,2799
Wojewodztwo Lubuskie,Powiat żarski,G.Lipinki Łużyckie,0811052,3269,0,3269
Wojewodztwo Lubuskie,Powiat żarski,M-W.Lubsko,0811063,19369,14774,4595
Wojewodztwo Lubuskie,Powiat żarski,G.Przewóz,0811072,3258,0,3258
Wojewodztwo Lubuskie,Powiat żarski,G.Trzebiel,0811082,5871,0,5871
Wojewodztwo Lubuskie,Powiat żarski,G.Tuplice,0811092,3264,0,3264
Wojewodztwo Lubuskie,Powiat żarski,G.Żary,0811102,11984,0,11984
Wojewodztwo Lubuskie,Powiat wschowski,M-W.Sława,0812013,12467,3966,8501
Wojewodztwo Lubuskie,Powiat wschowski,M-W.Szlichtyngowa,0812023,5131,1317,3814
Wojewodztwo Lubuskie,Powiat wschowski,M-W.Wschowa,0812033,21751,14467,7284
Wojewodztwo Lubuskie,Powiat wschowski,m. Gorzów Wielkopolski,0861,124534,124534,0
Wojewodztwo Lubuskie,Powiat wschowski,m. Zielona Góra,0862,118982,118982,0
Wojewodztwo Łódzkie,Powiat bełchatowski,M.Bełchatów,1001011,60485,60485,0
Wojewodztwo Łódzkie,Powiat bełchatowski,G.Bełchatów,1001022,10158,0,10158
Wojewodztwo Łódzkie,Powiat bełchatowski,G.Drużbice,1001032,5040,0,5040
Wojewodztwo Łódzkie,Powiat bełchatowski,G.Kleszczów,1001042,4735,0,4735
Wojewodztwo Łódzkie,Powiat bełchatowski,G.Kluki,1001052,4175,0,4175
Wojewodztwo Łódzkie,Powiat bełchatowski,G.Rusiec,1001062,5210,0,5210
Wojewodztwo Łódzkie,Powiat bełchatowski,G.Szczerców,1001072,8000,0,8000
Wojewodztwo Łódzkie,Powiat bełchatowski,M-W.Zelów,1001083,15180,7923,7257
Wojewodztwo Łódzkie,Powiat kutnowski,M.Kutno,1002011,46429,46429,0
Wojewodztwo Łódzkie,Powiat kutnowski,G.Bedlno,1002022,5917,0,5917
Wojewodztwo Łódzkie,Powiat kutnowski,G.Dąbrowice,1002032,2032,0,2032
Wojewodztwo Łódzkie,Powiat kutnowski,M-W.Krośniewice,1002043,8917,4617,4300
Wojewodztwo Łódzkie,Powiat kutnowski,G.Krzyżanów,1002052,4433,0,4433
Wojewodztwo Łódzkie,Powiat kutnowski,G.Kutno,1002062,8625,0,8625
Wojewodztwo Łódzkie,Powiat kutnowski,G.Łanięta,1002072,2584,0,2584
Wojewodztwo Łódzkie,Powiat kutnowski,G.Nowe Ostrowy,1002082,3735,0,3735
Wojewodztwo Łódzkie,Powiat kutnowski,G.Oporów,1002092,2696,0,2696
Wojewodztwo Łódzkie,Powiat kutnowski,G.Strzelce,1002102,4115,0,4115
Wojewodztwo Łódzkie,Powiat kutnowski,M-W.Żychlin,1002113,12751,8746,4005
Wojewodztwo Łódzkie,Powiat łaski,G.Buczek,1003012,4954,0,4954
Wojewodztwo Łódzkie,Powiat łaski,M-W.Łask,1003023,28577,18468,10109
Wojewodztwo Łódzkie,Powiat łaski,G.Sędziejowice,1003032,6403,0,6403
Wojewodztwo Łódzkie,Powiat łaski,G.Widawa,1003042,7700,0,7700
Wojewodztwo Łódzkie,Powiat łaski,G.Wodzierady,1003052,3225,0,3225
Wojewodztwo Łódzkie,Powiat łęczycki,M.Łęczyca,1004011,15035,15035,0
Wojewodztwo Łódzkie,Powiat łęczycki,G.Daszyna,1004022,4097,0,4097
Wojewodztwo Łódzkie,Powiat łęczycki,G.Góra Świętej Małgorzaty,1004032,4496,0,4496
Wojewodztwo Łódzkie,Powiat łęczycki,G.Grabów,1004042,6357,0,6357
Wojewodztwo Łódzkie,Powiat łęczycki,G.Łęczyca,1004052,8576,0,8576
Wojewodztwo Łódzkie,Powiat łęczycki,G.Piątek,1004062,6307,0,6307
Wojewodztwo Łódzkie,Powiat łęczycki,G.Świnice Warckie,1004072,4105,0,4105
Wojewodztwo Łódzkie,Powiat łęczycki,G.Witonia,1004082,3474,0,3474
Wojewodztwo Łódzkie,Powiat łowicki,M.Łowicz,1005011,29880,29880,0
Wojewodztwo Łódzkie,Powiat łowicki,G.Bielawy,1005022,5770,0,5770
Wojewodztwo Łódzkie,Powiat łowicki,G.Chąśno,1005032,3075,0,3075
Wojewodztwo Łódzkie,Powiat łowicki,G.Domaniewice,1005042,4643,0,4643
Wojewodztwo Łódzkie,Powiat łowicki,G.Kiernozia,1005052,3588,0,3588
Wojewodztwo Łódzkie,Powiat łowicki,G.Kocierzew Południowy,1005062,4436,0,4436
Wojewodztwo Łódzkie,Powiat łowicki,G.Łowicz,1005072,7515,0,7515
Wojewodztwo Łódzkie,Powiat łowicki,G.Łyszkowice,1005082,6791,0,6791
Wojewodztwo Łódzkie,Powiat łowicki,G.Nieborów,1005092,9422,0,9422
Wojewodztwo Łódzkie,Powiat łowicki,G.Zduny,1005102,6010,0,6010
Wojewodztwo Łódzkie,Powiat łódzki wschodni,G.Andrespol,1006022,12696,0,12696
Wojewodztwo Łódzkie,Powiat łódzki wschodni,G.Brójce,1006032,5996,0,5996
Wojewodztwo Łódzkie,Powiat łódzki wschodni,M-W.Koluszki,1006073,23536,13555,9981
Wojewodztwo Łódzkie,Powiat łódzki wschodni,G.Nowosolna,1006082,4241,0,4241
Wojewodztwo Łódzkie,Powiat łódzki wschodni,M-W.Rzgów,1006103,9577,3376,6201
Wojewodztwo Łódzkie,Powiat łódzki wschodni,M-W.Tuszyn,1006113,12015,7326,4689
Wojewodztwo Łódzkie,Powiat opoczyński,G.Białaczów,1007012,6019,0,6019
Wojewodztwo Łódzkie,Powiat opoczyński,M-W.Drzewica,1007023,10941,4024,6917
Wojewodztwo Łódzkie,Powiat opoczyński,G.Mniszków,1007032,4744,0,4744
Wojewodztwo Łódzkie,Powiat opoczyński,M-W.Opoczno,1007043,35492,22583,12909
Wojewodztwo Łódzkie,Powiat opoczyński,G.Paradyż,1007052,4470,0,4470
Wojewodztwo Łódzkie,Powiat opoczyński,G.Poświętne,1007062,3320,0,3320
Wojewodztwo Łódzkie,Powiat opoczyński,G.Sławno,1007072,7534,0,7534
Wojewodztwo Łódzkie,Powiat opoczyński,G.Żarnów,1007082,6130,0,6130
Wojewodztwo Łódzkie,Powiat pabianicki,M.Konstantynów Łódzki,1008011,17757,17757,0
Wojewodztwo Łódzkie,Powiat pabianicki,M.Pabianice,1008021,69177,69177,0
Wojewodztwo Łódzkie,Powiat pabianicki,G.Dłutów,1008032,4309,0,4309
Wojewodztwo Łódzkie,Powiat pabianicki,G.Dobroń,1008042,7199,0,7199
Wojewodztwo Łódzkie,Powiat pabianicki,G.Ksawerów,1008052,7458,0,7458
Wojewodztwo Łódzkie,Powiat pabianicki,G.Lutomiersk,1008062,7647,0,7647
Wojewodztwo Łódzkie,Powiat pabianicki,G.Pabianice,1008072,6383,0,6383
Wojewodztwo Łódzkie,Powiat pajęczański,M-W.Działoszyn,1009013,12992,6316,6676
Wojewodztwo Łódzkie,Powiat pajęczański,G.Kiełczygłów,1009022,4265,0,4265
Wojewodztwo Łódzkie,Powiat pajęczański,G.Nowa Brzeźnica,1009032,4804,0,4804
Wojewodztwo Łódzkie,Powiat pajęczański,M-W.Pajęczno,1009043,11767,6797,4970
Wojewodztwo Łódzkie,Powiat pajęczański,G.Rząśnia,1009052,4867,0,4867
Wojewodztwo Łódzkie,Powiat pajęczański,G.Siemkowice,1009062,4875,0,4875
Wojewodztwo Łódzkie,Powiat pajęczański,G.Strzelce Wielkie,1009072,4762,0,4762
Wojewodztwo Łódzkie,Powiat pajęczański,G.Sulmierzyce,1009082,4601,0,4601
Wojewodztwo Łódzkie,Powiat piotrkowski,G.Aleksandrów,1010012,4423,0,4423
Wojewodztwo Łódzkie,Powiat piotrkowski,G.Czarnocin,1010022,4091,0,4091
Wojewodztwo Łódzkie,Powiat piotrkowski,G.Gorzkowice,1010032,8699,0,8699
Wojewodztwo Łódzkie,Powiat piotrkowski,G.Grabica,1010042,6101,0,6101
Wojewodztwo Łódzkie,Powiat piotrkowski,G.Łęki Szlacheckie,1010052,3705,0,3705
Wojewodztwo Łódzkie,Powiat piotrkowski,G.Moszczenica,1010062,12936,0,12936
Wojewodztwo Łódzkie,Powiat piotrkowski,G.Ręczno,1010072,3639,0,3639
Wojewodztwo Łódzkie,Powiat piotrkowski,G.Rozprza,1010082,12183,0,12183
Wojewodztwo Łódzkie,Powiat piotrkowski,M-W.Sulejów,1010093,16166,6461,9705
Wojewodztwo Łódzkie,Powiat piotrkowski,G.Wola Krzysztoporska,1010102,11746,0,11746
Wojewodztwo Łódzkie,Powiat piotrkowski,M-W.Wolbórz,1010113,7728,2348,5380
Wojewodztwo Łódzkie,Powiat poddębicki,G.Dalików,1011012,3839,0,3839
Wojewodztwo Łódzkie,Powiat poddębicki,G.Pęczniew,1011022,3579,0,3579
Wojewodztwo Łódzkie,Powiat poddębicki,M-W.Poddębice,1011033,15907,7812,8095
Wojewodztwo Łódzkie,Powiat poddębicki,M-W.Uniejów,1011043,7283,3019,4264
Wojewodztwo Łódzkie,Powiat poddębicki,G.Wartkowice,1011052,6335,0,6335
Wojewodztwo Łódzkie,Powiat poddębicki,G.Zadzim,1011062,5211,0,5211
Wojewodztwo Łódzkie,Powiat radomszczański,M.Radomsko,1012011,48362,48362,0
Wojewodztwo Łódzkie,Powiat radomszczański,G.Dobryszyce,1012022,4317,0,4317
Wojewodztwo Łódzkie,Powiat radomszczański,G.Gidle,1012032,6434,0,6434
Wojewodztwo Łódzkie,Powiat radomszczański,G.Gomunice,1012042,6034,0,6034
Wojewodztwo Łódzkie,Powiat radomszczański,M-W.Kamieńsk,1012053,6144,2889,3255
Wojewodztwo Łódzkie,Powiat radomszczański,G.Kobiele Wielkie,1012062,4460,0,4460
Wojewodztwo Łódzkie,Powiat radomszczański,G.Kodrąb,1012072,4767,0,4767
Wojewodztwo Łódzkie,Powiat radomszczański,G.Lgota Wielka,1012082,4381,0,4381
Wojewodztwo Łódzkie,Powiat radomszczański,G.Ładzice,1012092,4899,0,4899
Wojewodztwo Łódzkie,Powiat radomszczański,G.Masłowice,1012102,4322,0,4322
Wojewodztwo Łódzkie,Powiat radomszczański,M-W.Przedbórz,1012113,7518,3772,3746
Wojewodztwo Łódzkie,Powiat radomszczański,G.Radomsko,1012122,5651,0,5651
Wojewodztwo Łódzkie,Powiat radomszczański,G.Wielgomłyny,1012132,4864,0,4864
Wojewodztwo Łódzkie,Powiat radomszczański,G.Żytno,1012142,5440,0,5440
Wojewodztwo Łódzkie,Powiat rawski,M.Rawa Mazowiecka,1013011,17845,17845,0
Wojewodztwo Łódzkie,Powiat rawski,M-W.Biała Rawska,1013023,11638,3264,8374
Wojewodztwo Łódzkie,Powiat rawski,G.Cielądz,1013032,4100,0,4100
Wojewodztwo Łódzkie,Powiat rawski,G.Rawa Mazowiecka,1013042,8637,0,8637
Wojewodztwo Łódzkie,Powiat rawski,G.Regnów,1013052,1859,0,1859
Wojewodztwo Łódzkie,Powiat rawski,G.Sadkowice,1013062,5695,0,5695
Wojewodztwo Łódzkie,Powiat sieradzki,M.Sieradz,1014011,43903,43903,0
Wojewodztwo Łódzkie,Powiat sieradzki,M-W.Błaszki,1014023,15036,2327,12709
Wojewodztwo Łódzkie,Powiat sieradzki,G.Brąszewice,1014032,4481,0,4481
Wojewodztwo Łódzkie,Powiat sieradzki,G.Brzeźnio,1014042,6310,0,6310
Wojewodztwo Łódzkie,Powiat sieradzki,G.Burzenin,1014052,5654,0,5654
Wojewodztwo Łódzkie,Powiat sieradzki,G.Goszczanów,1014062,5723,0,5723
Wojewodztwo Łódzkie,Powiat sieradzki,G.Klonowa,1014072,3008,0,3008
Wojewodztwo Łódzkie,Powiat sieradzki,G.Sieradz,1014082,10220,0,10220
Wojewodztwo Łódzkie,Powiat sieradzki,M-W.Warta,1014093,12980,3377,9603
Wojewodztwo Łódzkie,Powiat sieradzki,G.Wróblew,1014102,6138,0,6138
Wojewodztwo Łódzkie,Powiat sieradzki,M-W.Złoczew,1014113,7382,3440,3942
Wojewodztwo Łódzkie,Powiat skierniewicki,G.Bolimów,1015012,4096,0,4096
Wojewodztwo Łódzkie,Powiat skierniewicki,G.Głuchów,1015022,5943,0,5943
Wojewodztwo Łódzkie,Powiat skierniewicki,G.Godzianów,1015032,2644,0,2644
Wojewodztwo Łódzkie,Powiat skierniewicki,G.Kowiesy,1015042,2997,0,2997
Wojewodztwo Łódzkie,Powiat skierniewicki,G.Lipce Reymontowskie,1015052,3318,0,3318
Wojewodztwo Łódzkie,Powiat skierniewicki,G.Maków,1015062,5989,0,5989
Wojewodztwo Łódzkie,Powiat skierniewicki,G.Nowy Kawęczyn,1015072,3353,0,3353
Wojewodztwo Łódzkie,Powiat skierniewicki,G.Skierniewice,1015082,7234,0,7234
Wojewodztwo Łódzkie,Powiat skierniewicki,G.Słupia,1015092,2688,0,2688
Wojewodztwo Łódzkie,Powiat tomaszowski,M.Tomaszów Mazowiecki,1016011,65998,65998,0
Wojewodztwo Łódzkie,Powiat tomaszowski,G.Będków,1016022,3442,0,3442
Wojewodztwo Łódzkie,Powiat tomaszowski,G.Budziszewice,1016032,2260,0,2260
Wojewodztwo Łódzkie,Powiat tomaszowski,G.Czerniewice,1016042,5201,0,5201
Wojewodztwo Łódzkie,Powiat tomaszowski,G.Inowłódz,1016052,3938,0,3938
Wojewodztwo Łódzkie,Powiat tomaszowski,G.Lubochnia,1016062,7577,0,7577
Wojewodztwo Łódzkie,Powiat tomaszowski,G.Rokiciny,1016072,6112,0,6112
Wojewodztwo Łódzkie,Powiat tomaszowski,G.Rzeczyca,1016082,4869,0,4869
Wojewodztwo Łódzkie,Powiat tomaszowski,G.Tomaszów Mazowiecki,1016092,10510,0,10510
Wojewodztwo Łódzkie,Powiat tomaszowski,G.Ujazd,1016102,7904,0,7904
Wojewodztwo Łódzkie,Powiat tomaszowski,G.Żelechlinek,1016112,3395,0,3395
Wojewodztwo Łódzkie,Powiat wieluński,G.Biała,1017012,5587,0,5587
Wojewodztwo Łódzkie,Powiat wieluński,G.Czarnożyły,1017022,4562,0,4562
Wojewodztwo Łódzkie,Powiat wieluński,G.Konopnica,1017032,3896,0,3896
Wojewodztwo Łódzkie,Powiat wieluński,G.Mokrsko,1017042,5395,0,5395
Wojewodztwo Łódzkie,Powiat wieluński,G.Osjaków,1017052,4788,0,4788
Wojewodztwo Łódzkie,Powiat wieluński,G.Ostrówek,1017062,4611,0,4611
Wojewodztwo Łódzkie,Powiat wieluński,G.Pątnów,1017072,6556,0,6556
Wojewodztwo Łódzkie,Powiat wieluński,G.Skomlin,1017082,3413,0,3413
Wojewodztwo Łódzkie,Powiat wieluński,M-W.Wieluń,1017093,32799,24033,8766
Wojewodztwo Łódzkie,Powiat wieluński,G.Wierzchlas,1017102,6590,0,6590
Wojewodztwo Łódzkie,Powiat wieruszowski,G.Bolesławiec,1018012,4099,0,4099
Wojewodztwo Łódzkie,Powiat wieruszowski,G.Czastary,1018022,3981,0,3981
Wojewodztwo Łódzkie,Powiat wieruszowski,G.Galewice,1018032,6244,0,6244
Wojewodztwo Łódzkie,Powiat wieruszowski,G.Lututów,1018042,4685,0,4685
Wojewodztwo Łódzkie,Powiat wieruszowski,G.Łubnice,1018052,4157,0,4157
Wojewodztwo Łódzkie,Powiat wieruszowski,G.Sokolniki,1018062,4895,0,4895
Wojewodztwo Łódzkie,Powiat wieruszowski,M-W.Wieruszów,1018073,14373,8792,5581
Wojewodztwo Łódzkie,Powiat zduńskowolski,M.Zduńska Wola,1019011,44213,44213,0
Wojewodztwo Łódzkie,Powiat zduńskowolski,M-W.Szadek,1019023,7375,2030,5345
Wojewodztwo Łódzkie,Powiat zduńskowolski,G.Zapolice,1019032,4861,0,4861
Wojewodztwo Łódzkie,Powiat zduńskowolski,G.Zduńska Wola,1019042,11712,0,11712
Wojewodztwo Łódzkie,Powiat zgierski,M.Głowno,1020011,15123,15123,0
Wojewodztwo Łódzkie,Powiat zgierski,M.Ozorków,1020021,20507,20507,0
Wojewodztwo Łódzkie,Powiat zgierski,M.Zgierz,1020031,58306,58306,0
Wojewodztwo Łódzkie,Powiat zgierski,M-W.Aleksandrów Łódzki,1020043,28670,21085,7585
Wojewodztwo Łódzkie,Powiat zgierski,G.Głowno,1020052,4884,0,4884
Wojewodztwo Łódzkie,Powiat zgierski,G.Ozorków,1020062,6819,0,6819
Wojewodztwo Łódzkie,Powiat zgierski,G.Parzęczew,1020072,5127,0,5127
Wojewodztwo Łódzkie,Powiat zgierski,M-W.Stryków,1020083,12284,3589,8695
Wojewodztwo Łódzkie,Powiat zgierski,G.Zgierz,1020092,12507,0,12507
Wojewodztwo Łódzkie,Powiat brzeziński,M.Brzeziny,1021011,12543,12543,0
Wojewodztwo Łódzkie,Powiat brzeziński,G.Brzeziny,1021022,5505,0,5505
Wojewodztwo Łódzkie,Powiat brzeziński,G.Dmosin,1021032,4605,0,4605
Wojewodztwo Łódzkie,Powiat brzeziński,G.Jeżów,1021042,3538,0,3538
Wojewodztwo Łódzkie,Powiat brzeziński,G.Rogów,1021052,4768,0,4768
Wojewodztwo Łódzkie,Powiat brzeziński,m. Łódź,1061,728892,728892,0
Wojewodztwo Łódzkie,Powiat brzeziński,m. Piotrków Trybunalski,1062,76717,76717,0
Wojewodztwo Łódzkie,Powiat brzeziński,m. Skierniewice,1063,48622,48622,0
Wojewodztwo Małopolskie,Powiat bocheński,M.Bochnia,1201011,30187,30187,0
Wojewodztwo Małopolskie,Powiat bocheński,G.Bochnia,1201022,18803,0,18803
Wojewodztwo Małopolskie,Powiat bocheński,G.Drwinia,1201032,6463,0,6463
Wojewodztwo Małopolskie,Powiat bocheński,G.Lipnica Murowana,1201042,5552,0,5552
Wojewodztwo Małopolskie,Powiat bocheński,G.Łapanów,1201052,7720,0,7720
Wojewodztwo Małopolskie,Powiat bocheński,M-W.Nowy Wiśnicz,1201063,13293,2754,10539
Wojewodztwo Małopolskie,Powiat bocheński,G.Rzezawa,1201072,10956,0,10956
Wojewodztwo Małopolskie,Powiat bocheński,G.Trzciana,1201082,5214,0,5214
Wojewodztwo Małopolskie,Powiat bocheński,G.Żegocina,1201092,5169,0,5169
Wojewodztwo Małopolskie,Powiat brzeski,G.Borzęcin,1202012,8406,0,8406
Wojewodztwo Małopolskie,Powiat brzeski,M-W.Brzesko,1202023,36297,17278,19019
Wojewodztwo Małopolskie,Powiat brzeski,M-W.Czchów,1202033,9568,2361,7207
Wojewodztwo Małopolskie,Powiat brzeski,G.Dębno,1202042,14318,0,14318
Wojewodztwo Małopolskie,Powiat brzeski,G.Gnojnik,1202052,7667,0,7667
Wojewodztwo Małopolskie,Powiat brzeski,G.Iwkowa,1202062,6200,0,6200
Wojewodztwo Małopolskie,Powiat brzeski,G.Szczurowa,1202072,9769,0,9769
Wojewodztwo Małopolskie,Powiat chrzanowski,M-W.Alwernia,1203013,12725,3393,9332
Wojewodztwo Małopolskie,Powiat chrzanowski,G.Babice,1203022,8958,0,8958
Wojewodztwo Małopolskie,Powiat chrzanowski,M-W.Chrzanów,1203033,48967,38829,10138
Wojewodztwo Małopolskie,Powiat chrzanowski,M-W.Libiąż,1203043,22816,17428,5388
Wojewodztwo Małopolskie,Powiat chrzanowski,M-W.Trzebinia,1203053,34482,20392,14090
Wojewodztwo Małopolskie,Powiat dąbrowski,G.Bolesław,1204012,2840,0,2840
Wojewodztwo Małopolskie,Powiat dąbrowski,M-W.Dąbrowa Tarnowska,1204023,21003,11788,9215
Wojewodztwo Małopolskie,Powiat dąbrowski,G.Gręboszów,1204032,3502,0,3502
Wojewodztwo Małopolskie,Powiat dąbrowski,G.Mędrzechów,1204042,3562,0,3562
Wojewodztwo Małopolskie,Powiat dąbrowski,G.Olesno,1204052,7853,0,7853
Wojewodztwo Małopolskie,Powiat dąbrowski,G.Radgoszcz,1204062,7356,0,7356
Wojewodztwo Małopolskie,Powiat dąbrowski,M-W.Szczucin,1204073,13379,4189,9190
Wojewodztwo Małopolskie,Powiat gorlicki,M.Gorlice,1205011,28819,28819,0
Wojewodztwo Małopolskie,Powiat gorlicki,M-W.Biecz,1205023,17089,4697,12392
Wojewodztwo Małopolskie,Powiat gorlicki,M-W.Bobowa,1205033,9497,3000,6497
Wojewodztwo Małopolskie,Powiat gorlicki,G.Gorlice,1205042,16917,0,16917
Wojewodztwo Małopolskie,Powiat gorlicki,G.Lipinki,1205052,6814,0,6814
Wojewodztwo Małopolskie,Powiat gorlicki,G.Łużna,1205062,8365,0,8365
Wojewodztwo Małopolskie,Powiat gorlicki,G.Moszczenica,1205072,4856,0,4856
Wojewodztwo Małopolskie,Powiat gorlicki,G.Ropa,1205082,5288,0,5288
Wojewodztwo Małopolskie,Powiat gorlicki,G.Sękowa,1205092,4891,0,4891
Wojewodztwo Małopolskie,Powiat gorlicki,G.Uście Gorlickie,1205102,6619,0,6619
Wojewodztwo Małopolskie,Powiat krakowski,G.Czernichów,1206012,13630,0,13630
Wojewodztwo Małopolskie,Powiat krakowski,G.Igołomia-Wawrzeńczyce,1206022,7759,0,7759
Wojewodztwo Małopolskie,Powiat krakowski,G.Iwanowice,1206032,8552,0,8552
Wojewodztwo Małopolskie,Powiat krakowski,G.Jerzmanowice-Przeginia,1206042,10630,0,10630
Wojewodztwo Małopolskie,Powiat krakowski,G.Kocmyrzów-Luborzyca,1206052,14124,0,14124
Wojewodztwo Małopolskie,Powiat krakowski,M-W.Krzeszowice,1206063,32305,10286,22019
Wojewodztwo Małopolskie,Powiat krakowski,G.Liszki,1206072,16179,0,16179
Wojewodztwo Małopolskie,Powiat krakowski,G.Michałowice,1206082,9227,0,9227
Wojewodztwo Małopolskie,Powiat krakowski,G.Mogilany,1206092,12497,0,12497
Wojewodztwo Małopolskie,Powiat krakowski,M-W.Skała,1206103,10052,3719,6333
Wojewodztwo Małopolskie,Powiat krakowski,M-W.Skawina,1206113,42679,24253,18426
Wojewodztwo Małopolskie,Powiat krakowski,M-W.Słomniki,1206123,13789,4434,9355
Wojewodztwo Małopolskie,Powiat krakowski,G.Sułoszowa,1206132,5828,0,5828
Wojewodztwo Małopolskie,Powiat krakowski,M-W.Świątniki Górne,1206143,9291,2280,7011
Wojewodztwo Małopolskie,Powiat krakowski,G.Wielka Wieś,1206152,10363,0,10363
Wojewodztwo Małopolskie,Powiat krakowski,G.Zabierzów,1206162,24220,0,24220
Wojewodztwo Małopolskie,Powiat krakowski,G.Zielonki,1206172,18581,0,18581
Wojewodztwo Małopolskie,Powiat limanowski,M.Limanowa,1207011,15146,15146,0
Wojewodztwo Małopolskie,Powiat limanowski,M.Mszana Dolna,1207021,7792,7792,0
Wojewodztwo Małopolskie,Powiat limanowski,G.Dobra,1207032,9672,0,9672
Wojewodztwo Małopolskie,Powiat limanowski,G.Jodłownik,1207042,8264,0,8264
Wojewodztwo Małopolskie,Powiat limanowski,G.Kamienica,1207052,7647,0,7647
Wojewodztwo Małopolskie,Powiat limanowski,G.Laskowa,1207062,7810,0,7810
Wojewodztwo Małopolskie,Powiat limanowski,G.Limanowa,1207072,24016,0,24016
Wojewodztwo Małopolskie,Powiat limanowski,G.Łukowica,1207082,9639,0,9639
Wojewodztwo Małopolskie,Powiat limanowski,G.Mszana Dolna,1207092,17054,0,17054
Wojewodztwo Małopolskie,Powiat limanowski,G.Niedźwiedź,1207102,7125,0,7125
Wojewodztwo Małopolskie,Powiat limanowski,G.Słopnice,1207112,6264,0,6264
Wojewodztwo Małopolskie,Powiat limanowski,G.Tymbark,1207122,6387,0,6387
Wojewodztwo Małopolskie,Powiat miechowski,G.Charsznica,1208012,7741,0,7741
Wojewodztwo Małopolskie,Powiat miechowski,G.Gołcza,1208022,6234,0,6234
Wojewodztwo Małopolskie,Powiat miechowski,G.Kozłów,1208032,4841,0,4841
Wojewodztwo Małopolskie,Powiat miechowski,G.Książ Wielki,1208042,5355,0,5355
Wojewodztwo Małopolskie,Powiat miechowski,M-W.Miechów,1208053,20022,11927,8095
Wojewodztwo Małopolskie,Powiat miechowski,G.Racławice,1208062,2507,0,2507
Wojewodztwo Małopolskie,Powiat miechowski,G.Słaboszów,1208072,3784,0,3784
Wojewodztwo Małopolskie,Powiat myślenicki,M-W.Dobczyce,1209013,14722,6358,8364
Wojewodztwo Małopolskie,Powiat myślenicki,G.Lubień,1209022,9719,0,9719
Wojewodztwo Małopolskie,Powiat myślenicki,M-W.Myślenice,1209033,42471,18414,24057
Wojewodztwo Małopolskie,Powiat myślenicki,G.Pcim,1209042,10763,0,10763
Wojewodztwo Małopolskie,Powiat myślenicki,G.Raciechowice,1209052,6039,0,6039
Wojewodztwo Małopolskie,Powiat myślenicki,G.Siepraw,1209062,8236,0,8236
Wojewodztwo Małopolskie,Powiat myślenicki,M-W.Sułkowice,1209073,14322,6468,7854
Wojewodztwo Małopolskie,Powiat myślenicki,G.Tokarnia,1209082,8478,0,8478
Wojewodztwo Małopolskie,Powiat myślenicki,G.Wiśniowa,1209092,7047,0,7047
Wojewodztwo Małopolskie,Powiat nowosądecki,M.Grybów,1210011,6261,6261,0
Wojewodztwo Małopolskie,Powiat nowosądecki,G.Chełmiec,1210022,26370,0,26370
Wojewodztwo Małopolskie,Powiat nowosądecki,G.Gródek nad Dunajcem,1210032,9103,0,9103
Wojewodztwo Małopolskie,Powiat nowosądecki,G.Grybów,1210042,23831,0,23831
Wojewodztwo Małopolskie,Powiat nowosądecki,G.Kamionka Wielka,1210052,9746,0,9746
Wojewodztwo Małopolskie,Powiat nowosądecki,G.Korzenna,1210062,13855,0,13855
Wojewodztwo Małopolskie,Powiat nowosądecki,M-W.Krynica-Zdrój,1210073,17111,11361,5750
Wojewodztwo Małopolskie,Powiat nowosądecki,G.Łabowa,1210082,5606,0,5606
Wojewodztwo Małopolskie,Powiat nowosądecki,G.Łącko,1210092,15726,0,15726
Wojewodztwo Małopolskie,Powiat nowosądecki,G.Łososina Dolna,1210102,10433,0,10433
Wojewodztwo Małopolskie,Powiat nowosądecki,M-W.Muszyna,1210113,11683,5123,6560
Wojewodztwo Małopolskie,Powiat nowosądecki,G.Nawojowa,1210122,8152,0,8152
Wojewodztwo Małopolskie,Powiat nowosądecki,M-W.Piwniczna-Zdrój,1210133,10681,5999,4682
Wojewodztwo Małopolskie,Powiat nowosądecki,G.Podegrodzie,1210142,12315,0,12315
Wojewodztwo Małopolskie,Powiat nowosądecki,G.Rytro,1210152,3786,0,3786
Wojewodztwo Małopolskie,Powiat nowosądecki,M-W.Stary Sącz,1210163,23094,9109,13985
Wojewodztwo Małopolskie,Powiat nowotarski,M.Nowy Targ,1211011,33812,33812,0
Wojewodztwo Małopolskie,Powiat nowotarski,M-W.Szczawnica,1211023,7409,5965,1444
Wojewodztwo Małopolskie,Powiat nowotarski,G.Czarny Dunajec,1211032,21884,0,21884
Wojewodztwo Małopolskie,Powiat nowotarski,G.Czorsztyn,1211042,7375,0,7375
Wojewodztwo Małopolskie,Powiat nowotarski,G.Jabłonka,1211052,17707,0,17707
Wojewodztwo Małopolskie,Powiat nowotarski,G.Krościenko nad Dunajcem,1211062,6646,0,6646
Wojewodztwo Małopolskie,Powiat nowotarski,G.Lipnica Wielka,1211072,5907,0,5907
Wojewodztwo Małopolskie,Powiat nowotarski,G.Łapsze Niżne,1211082,9051,0,9051
Wojewodztwo Małopolskie,Powiat nowotarski,G.Nowy Targ,1211092,23172,0,23172
