Wojewodztwo,Powiat,Gminy,Symbol terytorialny,Ogolem,Miasto,Wies
Wojewodztwo Kujawsko-pomorskie,Powiat toruński,G.Lubicz,0415042,18471,0,18471
Wojewodztwo Kujawsko-pomorskie,Powiat toruński,G.Łubianka,0415052,6316,0,6316
Wojewodztwo Kujawsko-pomorskie,Powiat toruński,G.Łysomice,0415062,9080,0,9080
Wojewodztwo Kujawsko-pomorskie,Powiat toruński,G.Obrowo,0415072,12769,0,12769
Wojewodztwo Kujawsko-pomorskie,Powiat toruński,G.Wielka Nieszawka,0415082,4644,0,4644
Wojewodztwo Kujawsko-pomorskie,Powiat toruński,G.Zławieś Wielka,0415092,12617,0,12617
Wojewodztwo Kujawsko-pomorskie,Powiat tucholski,G.Cekcyn,0416012,6573,0,6573
Wojewodztwo Kujawsko-pomorskie,Powiat tucholski,G.Gostycyn,0416022,5259,0,5259
Wojewodztwo Kujawsko-pomorskie,Powiat tucholski,G.Kęsowo,0416032,4486,0,4486
Wojewodztwo Kujawsko-pomorskie,Powiat tucholski,G.Lubiewo,0416042,5825,0,5825
Wojewodztwo Kujawsko-pomorskie,Powiat tucholski,G.Śliwice,0416052,5591,0,5591
Wojewodztwo Kujawsko-pomorskie,Powiat tucholski,M-W.Tuchola,0416063,20373,14022,6351
Wojewodztwo Kujawsko-pomorskie,Powiat wąbrzeski,M.Wąbrzeźno,0417011,14242,14242,0
Wojewodztwo Kujawsko-pomorskie,Powiat wąbrzeski,G.Dębowa Łąka,0417022,3243,0,3243
Wojewodztwo Kujawsko-pomorskie,Powiat wąbrzeski,G.Książki,0417032,4279,0,4279
Wojewodztwo Kujawsko-pomorskie,Powiat wąbrzeski,G.Płużnica,0417042,4945,0,4945
Wojewodztwo Kujawsko-pomorskie,Powiat wąbrzeski,G.Wąbrzeźno,0417052,8562,0,8562
Wojewodztwo Kujawsko-pomorskie,Powiat włocławski,M.Kowal,0418011,3535,3535,0
Wojewodztwo Kujawsko-pomorskie,Powiat włocławski,G.Baruchowo,0418022,3584,0,3584
Wojewodztwo Kujawsko-pomorskie,Powiat włocławski,G.Boniewo,0418032,3578,0,3578
Wojewodztwo Kujawsko-pomorskie,Powiat włocławski,M-W.Brześć Kujawski,0418043,11588,4746,6842
Wojewodztwo Kujawsko-pomorskie,Powiat włocławski,G.Choceń,0418052,8125,0,8125
Wojewodztwo Kujawsko-pomorskie,Powiat włocławski,M-W.Chodecz,0418063,6292,1920,4372
Wojewodztwo Kujawsko-pomorskie,Powiat włocławski,G.Fabianki,0418072,9424,0,9424
Wojewodztwo Kujawsko-pomorskie,Powiat włocławski,M-W.Izbica Kujawska,0418083,7968,2810,5158
Wojewodztwo Kujawsko-pomorskie,Powiat włocławski,G.Kowal,0418092,3995,0,3995
Wojewodztwo Kujawsko-pomorskie,Powiat włocławski,G.Lubanie,0418102,4678,0,4678
Wojewodztwo Kujawsko-pomorskie,Powiat włocławski,M-W.Lubień Kujawski,0418113,7597,1387,6210
Wojewodztwo Kujawsko-pomorskie,Powiat włocławski,M-W.Lubraniec,0418123,9956,3230,6726
Wojewodztwo Kujawsko-pomorskie,Powiat włocławski,G.Włocławek,0418132,6925,0,6925
Wojewodztwo Kujawsko-pomorskie,Powiat żniński,M-W.Barcin,0419013,15068,7911,7157
Wojewodztwo Kujawsko-pomorskie,Powiat żniński,G.Gąsawa,0419022,5273,0,5273
Wojewodztwo Kujawsko-pomorskie,Powiat żniński,M-W.Janowiec Wielkopolski,0419033,9342,4135,5207
Wojewodztwo Kujawsko-pomorskie,Powiat żniński,M-W.Łabiszyn,0419043,9714,4549,5165
Wojewodztwo Kujawsko-pomorskie,Powiat żniński,G.Rogowo,0419052,6945,0,6945
Wojewodztwo Kujawsko-pomorskie,Powiat żniński,M-W.Żnin,0419063,24659,14381,10278
Wojewodztwo Kujawsko-pomorskie,Powiat żniński,m. Bydgoszcz,0461,363926,363926,0
Wojewodztwo Kujawsko-pomorskie,Powiat żniński,m. Grudziądz,0462,98726,98726,0
Wojewodztwo Kujawsko-pomorskie,Powiat żniński,m. Toruń,0463,204954,204954,0
Wojewodztwo Kujawsko-pomorskie,Powiat żniński,m. Włocławek,0464,116783,116783,0
Wojewodztwo Lubelskie,Powiat bialski,M.Międzyrzec Podlaski,0601011,17321,17321,0
Wojewodztwo Lubelskie,Powiat bialski,M.Terespol,0601021,5901,5901,0
Wojewodztwo Lubelskie,Powiat bialski,G.Biała Podlaska,0601032,13427,0,13427
Wojewodztwo Lubelskie,Powiat bialski,G.Drelów,0601042,5551,0,5551
Wojewodztwo Lubelskie,Powiat bialski,G.Janów Podlaski,0601052,5571,0,5571
Wojewodztwo Lubelskie,Powiat bialski,G.Kodeń,0601062,3825,0,3825
Wojewodztwo Lubelskie,Powiat bialski,G.Konstantynów,0601072,4141,0,4141
Wojewodztwo Lubelskie,Powiat bialski,G.Leśna Podlaska,0601082,4341,0,4341
Wojewodztwo Lubelskie,Powiat bialski,G.Łomazy,0601092,5265,0,5265
Wojewodztwo Lubelskie,Powiat bialski,G.Międzyrzec Podlaski,0601102,10529,0,10529
Wojewodztwo Lubelskie,Powiat bialski,G.Piszczac,0601112,7530,0,7530
Wojewodztwo Lubelskie,Powiat bialski,G.Rokitno,0601122,3206,0,3206
Wojewodztwo Lubelskie,Powiat bialski,G.Rossosz,0601132,2391,0,2391
Wojewodztwo Lubelskie,Powiat bialski,G.Sławatycze,0601142,2551,0,2551
Wojewodztwo Lubelskie,Powiat bialski,G.Sosnówka,0601152,2664,0,2664
Wojewodztwo Lubelskie,Powiat bialski,G.Terespol,0601162,6969,0,6969
Wojewodztwo Lubelskie,Powiat bialski,G.Tuczna,0601172,3369,0,3369
Wojewodztwo Lubelskie,Powiat bialski,G.Wisznice,0601182,5235,0,5235
Wojewodztwo Lubelskie,Powiat bialski,G.Zalesie,0601192,4473,0,4473
Wojewodztwo Lubelskie,Powiat biłgorajski,M.Biłgoraj,0602011,27291,27291,0
Wojewodztwo Lubelskie,Powiat biłgorajski,G.Aleksandrów,0602022,3266,0,3266
Wojewodztwo Lubelskie,Powiat biłgorajski,G.Biłgoraj,0602032,12909,0,12909
Wojewodztwo Lubelskie,Powiat biłgorajski,G.Biszcza,0602042,3864,0,3864
Wojewodztwo Lubelskie,Powiat biłgorajski,M-W.Frampol,0602053,6403,1487,4916
Wojewodztwo Lubelskie,Powiat biłgorajski,G.Goraj,0602062,4339,0,4339
Wojewodztwo Lubelskie,Powiat biłgorajski,M-W.Józefów,0602073,7105,2530,4575
Wojewodztwo Lubelskie,Powiat biłgorajski,G.Księżpol,0602082,6872,0,6872
Wojewodztwo Lubelskie,Powiat biłgorajski,G.Łukowa,0602092,4349,0,4349
Wojewodztwo Lubelskie,Powiat biłgorajski,G.Obsza,0602102,4366,0,4366
Wojewodztwo Lubelskie,Powiat biłgorajski,G.Potok Górny,0602112,5567,0,5567
Wojewodztwo Lubelskie,Powiat biłgorajski,M-W.Tarnogród,0602123,6942,3495,3447
Wojewodztwo Lubelskie,Powiat biłgorajski,G.Tereszpol,0602132,3994,0,3994
Wojewodztwo Lubelskie,Powiat biłgorajski,G.Turobin,0602142,6660,0,6660
Wojewodztwo Lubelskie,Powiat chełmski,M.Rejowiec Fabryczny,0603011,4579,4579,0
Wojewodztwo Lubelskie,Powiat chełmski,G.Białopole,0603022,3211,0,3211
Wojewodztwo Lubelskie,Powiat chełmski,G.Chełm,0603032,13716,0,13716
Wojewodztwo Lubelskie,Powiat chełmski,G.Dorohusk,0603042,6856,0,6856
Wojewodztwo Lubelskie,Powiat chełmski,G.Dubienka,0603052,2511,0,2511
Wojewodztwo Lubelskie,Powiat chełmski,G.Kamień,0603062,4083,0,4083
Wojewodztwo Lubelskie,Powiat chełmski,G.Leśniowice,0603072,3897,0,3897
Wojewodztwo Lubelskie,Powiat chełmski,G.Rejowiec Fabryczny,0603082,4479,0,4479
Wojewodztwo Lubelskie,Powiat chełmski,G.Ruda-Huta,0603092,4794,0,4794
Wojewodztwo Lubelskie,Powiat chełmski,G.Sawin,0603102,5705,0,5705
Wojewodztwo Lubelskie,Powiat chełmski,G.Siedliszcze,0603112,7078,0,7078
Wojewodztwo Lubelskie,Powiat chełmski,G.Wierzbica,0603122,5462,0,5462
Wojewodztwo Lubelskie,Powiat chełmski,G.Wojsławice,0603132,4061,0,4061
Wojewodztwo Lubelskie,Powiat chełmski,G.Żmudź,0603142,3303,0,3303
Wojewodztwo Lubelskie,Powiat chełmski,G.Rejowiec,0603152,6691,0,6691
Wojewodztwo Lubelskie,Powiat hrubieszowski,M.Hrubieszów,0604011,18850,18850,0
Wojewodztwo Lubelskie,Powiat hrubieszowski,G.Dołhobyczów,0604022,6034,0,6034
Wojewodztwo Lubelskie,Powiat hrubieszowski,G.Horodło,0604032,5633,0,5633
Wojewodztwo Lubelskie,Powiat hrubieszowski,G.Hrubieszów,0604042,10637,0,10637
Wojewodztwo Lubelskie,Powiat hrubieszowski,G.Mircze,0604052,7744,0,7744
Wojewodztwo Lubelskie,Powiat hrubieszowski,G.Trzeszczany,0604062,4661,0,4661
Wojewodztwo Lubelskie,Powiat hrubieszowski,G.Uchanie,0604072,4973,0,4973
Wojewodztwo Lubelskie,Powiat hrubieszowski,G.Werbkowice,0604082,10088,0,10088
Wojewodztwo Lubelskie,Powiat janowski,G.Batorz,0605012,3485,0,3485
Wojewodztwo Lubelskie,Powiat janowski,G.Chrzanów,0605022,3073,0,3073
Wojewodztwo Lubelskie,Powiat janowski,G.Dzwola,0605032,6586,0,6586
Wojewodztwo Lubelskie,Powiat janowski,G.Godziszów,0605042,6172,0,6172
Wojewodztwo Lubelskie,Powiat janowski,M-W.Janów Lubelski,0605053,16374,12186,4188
Wojewodztwo Lubelskie,Powiat janowski,G.Modliborzyce,0605062,7271,0,7271
Wojewodztwo Lubelskie,Powiat janowski,G.Potok Wielki,0605072,4924,0,4924
Wojewodztwo Lubelskie,Powiat krasnostawski,M.Krasnystaw,0606011,19692,19692,0
Wojewodztwo Lubelskie,Powiat krasnostawski,G.Fajsławice,0606022,4850,0,4850
Wojewodztwo Lubelskie,Powiat krasnostawski,G.Gorzków,0606032,3790,0,3790
Wojewodztwo Lubelskie,Powiat krasnostawski,G.Izbica,0606042,8662,0,8662
Wojewodztwo Lubelskie,Powiat krasnostawski,G.Krasnystaw,0606052,8972,0,8972
Wojewodztwo Lubelskie,Powiat krasnostawski,G.Kraśniczyn,0606062,4083,0,4083
Wojewodztwo Lubelskie,Powiat krasnostawski,G.Łopiennik Górny,0606072,4178,0,4178
Wojewodztwo Lubelskie,Powiat krasnostawski,G.Rudnik,0606092,3349,0,3349
Wojewodztwo Lubelskie,Powiat krasnostawski,G.Siennica Różana,0606102,4263,0,4263
Wojewodztwo Lubelskie,Powiat krasnostawski,G.Żółkiewka,0606112,5826,0,5826
Wojewodztwo Lubelskie,Powiat kraśnicki,M.Kraśnik,0607011,36370,36370,0
Wojewodztwo Lubelskie,Powiat kraśnicki,M-W.Annopol,0607023,9175,2682,6493
Wojewodztwo Lubelskie,Powiat kraśnicki,G.Dzierzkowice,0607032,5410,0,5410
Wojewodztwo Lubelskie,Powiat kraśnicki,G.Gościeradów,0607042,7397,0,7397
Wojewodztwo Lubelskie,Powiat kraśnicki,G.Kraśnik,0607052,7368,0,7368
Wojewodztwo Lubelskie,Powiat kraśnicki,G.Szastarka,0607062,6020,0,6020
Wojewodztwo Lubelskie,Powiat kraśnicki,G.Trzydnik Duży,0607072,6847,0,6847
Wojewodztwo Lubelskie,Powiat kraśnicki,G.Urzędów,0607082,8884,0,8884
Wojewodztwo Lubelskie,Powiat kraśnicki,G.Wilkołaz,0607092,5501,0,5501
Wojewodztwo Lubelskie,Powiat kraśnicki,G.Zakrzówek,0607102,6851,0,6851
Wojewodztwo Lubelskie,Powiat lubartowski,M.Lubartów,0608011,22773,22773,0
Wojewodztwo Lubelskie,Powiat lubartowski,G.Abramów,0608022,4252,0,4252
Wojewodztwo Lubelskie,Powiat lubartowski,G.Firlej,0608032,6057,0,6057
Wojewodztwo Lubelskie,Powiat lubartowski,G.Jeziorzany,0608042,2992,0,2992
Wojewodztwo Lubelskie,Powiat lubartowski,G.Kamionka,0608052,6439,0,6439
Wojewodztwo Lubelskie,Powiat lubartowski,M-W.Kock,0608063,6807,3479,3328
Wojewodztwo Lubelskie,Powiat lubartowski,G.Lubartów,0608072,10845,0,10845
Wojewodztwo Lubelskie,Powiat lubartowski,G.Michów,0608082,6187,0,6187
Wojewodztwo Lubelskie,Powiat lubartowski,G.Niedźwiada,0608092,6326,0,6326
Wojewodztwo Lubelskie,Powiat lubartowski,M-W.Ostrów Lubelski,0608103,5473,2193,3280
Wojewodztwo Lubelskie,Powiat lubartowski,G.Ostrówek,0608112,4059,0,4059
Wojewodztwo Lubelskie,Powiat lubartowski,G.Serniki,0608122,4876,0,4876
Wojewodztwo Lubelskie,Powiat lubartowski,G.Uścimów,0608132,3373,0,3373
Wojewodztwo Lubelskie,Powiat lubelski,M-W.Bełżyce,0609013,13598,6875,6723
Wojewodztwo Lubelskie,Powiat lubelski,G.Borzechów,0609022,3808,0,3808
Wojewodztwo Lubelskie,Powiat lubelski,M-W.Bychawa,0609033,12311,5343,6968
Wojewodztwo Lubelskie,Powiat lubelski,G.Garbów,0609042,8965,0,8965
Wojewodztwo Lubelskie,Powiat lubelski,G.Głusk,0609052,8903,0,8903
Wojewodztwo Lubelskie,Powiat lubelski,G.Jabłonna,0609062,7878,0,7878
Wojewodztwo Lubelskie,Powiat lubelski,G.Jastków,0609072,13176,0,13176
Wojewodztwo Lubelskie,Powiat lubelski,G.Konopnica,0609082,12227,0,12227
Wojewodztwo Lubelskie,Powiat lubelski,G.Krzczonów,0609092,4730,0,4730
Wojewodztwo Lubelskie,Powiat lubelski,G.Niedrzwica Duża,0609102,11435,0,11435
Wojewodztwo Lubelskie,Powiat lubelski,G.Niemce,0609112,17727,0,17727
Wojewodztwo Lubelskie,Powiat lubelski,G.Strzyżewice,0609122,7681,0,7681
Wojewodztwo Lubelskie,Powiat lubelski,G.Wojciechów,0609132,5945,0,5945
Wojewodztwo Lubelskie,Powiat lubelski,G.Wólka,0609142,10379,0,10379
Wojewodztwo Lubelskie,Powiat lubelski,G.Wysokie,0609152,4831,0,4831
Wojewodztwo Lubelskie,Powiat lubelski,G.Zakrzew,0609162,3072,0,3072
Wojewodztwo Lubelskie,Powiat łęczyński,G.Cyców,0610012,7795,0,7795
Wojewodztwo Lubelskie,Powiat łęczyński,G.Ludwin,0610022,5205,0,5205
Wojewodztwo Lubelskie,Powiat łęczyński,M-W.Łęczna,0610033,24592,20703,3889
Wojewodztwo Lubelskie,Powiat łęczyński,G.Milejów,0610042,9365,0,9365
Wojewodztwo Lubelskie,Powiat łęczyński,G.Puchaczów,0610052,5214,0,5214
Wojewodztwo Lubelskie,Powiat łęczyński,G.Spiczyn,0610062,5500,0,5500
Wojewodztwo Lubelskie,Powiat łukowski,M.Łuków,0611011,31040,31040,0
Wojewodztwo Lubelskie,Powiat łukowski,M.Stoczek Łukowski,0611021,2739,2739,0
Wojewodztwo Lubelskie,Powiat łukowski,G.Adamów,0611032,5901,0,5901
Wojewodztwo Lubelskie,Powiat łukowski,G.Krzywda,0611042,10688,0,10688
Wojewodztwo Lubelskie,Powiat łukowski,G.Łuków,0611052,17377,0,17377
Wojewodztwo Lubelskie,Powiat łukowski,G.Serokomla,0611062,4267,0,4267
Wojewodztwo Lubelskie,Powiat łukowski,G.Stanin,0611072,9882,0,9882
Wojewodztwo Lubelskie,Powiat łukowski,G.Stoczek Łukowski,0611082,8345,0,8345
Wojewodztwo Lubelskie,Powiat łukowski,G.Trzebieszów,0611092,7646,0,7646
Wojewodztwo Lubelskie,Powiat łukowski,G.Wojcieszków,0611102,7105,0,7105
Wojewodztwo Lubelskie,Powiat łukowski,G.Wola Mysłowska,0611112,5067,0,5067
Wojewodztwo Lubelskie,Powiat opolski,G.Chodel,0612012,6844,0,6844
Wojewodztwo Lubelskie,Powiat opolski,G.Józefów nad Wisłą,0612022,6978,0,6978
Wojewodztwo Lubelskie,Powiat opolski,G.Karczmiska,0612032,5834,0,5834
Wojewodztwo Lubelskie,Powiat opolski,G.Łaziska,0612042,5231,0,5231
Wojewodztwo Lubelskie,Powiat opolski,M-W.Opole Lubelskie,0612053,18049,9012,9037
Wojewodztwo Lubelskie,Powiat opolski,M-W.Poniatowa,0612063,15147,9909,5238
Wojewodztwo Lubelskie,Powiat opolski,G.Wilków,0612072,4816,0,4816
Wojewodztwo Lubelskie,Powiat parczewski,G.Dębowa Kłoda,0613012,3999,0,3999
Wojewodztwo Lubelskie,Powiat parczewski,G.Jabłoń,0613022,4065,0,4065
Wojewodztwo Lubelskie,Powiat parczewski,G.Milanów,0613032,4077,0,4077
Wojewodztwo Lubelskie,Powiat parczewski,M-W.Parczew,0613043,14921,10980,3941
Wojewodztwo Lubelskie,Powiat parczewski,G.Podedwórze,0613052,1769,0,1769
Wojewodztwo Lubelskie,Powiat parczewski,G.Siemień,0613062,4844,0,4844
Wojewodztwo Lubelskie,Powiat parczewski,G.Sosnowica,0613072,2755,0,2755
Wojewodztwo Lubelskie,Powiat puławski,M.Puławy,0614011,49941,49941,0
Wojewodztwo Lubelskie,Powiat puławski,G.Baranów,0614022,4128,0,4128
Wojewodztwo Lubelskie,Powiat puławski,G.Janowiec,0614032,3678,0,3678
Wojewodztwo Lubelskie,Powiat puławski,M-W.Kazimierz Dolny,0614043,7021,2696,4325
Wojewodztwo Lubelskie,Powiat puławski,G.Końskowola,0614052,9073,0,9073
Wojewodztwo Lubelskie,Powiat puławski,G.Kurów,0614062,7809,0,7809
Wojewodztwo Lubelskie,Powiat puławski,G.Markuszów,0614072,3050,0,3050
Wojewodztwo Lubelskie,Powiat puławski,M-W.Nałęczów,0614083,9332,4104,5228
Wojewodztwo Lubelskie,Powiat puławski,G.Puławy,0614092,11641,0,11641
Wojewodztwo Lubelskie,Powiat puławski,G.Wąwolnica,0614102,4869,0,4869
Wojewodztwo Lubelskie,Powiat puławski,G.Żyrzyn,0614112,6593,0,6593
Wojewodztwo Lubelskie,Powiat radzyński,M.Radzyń Podlaski,0615011,16233,16233,0
Wojewodztwo Lubelskie,Powiat radzyński,G.Borki,0615022,6141,0,6141
Wojewodztwo Lubelskie,Powiat radzyński,G.Czemierniki,0615032,4588,0,4588
Wojewodztwo Lubelskie,Powiat radzyński,G.Kąkolewnica,0615042,8523,0,8523
Wojewodztwo Lubelskie,Powiat radzyński,G.Komarówka Podlaska,0615052,4576,0,4576
Wojewodztwo Lubelskie,Powiat radzyński,G.Radzyń Podlaski,0615062,8057,0,8057
Wojewodztwo Lubelskie,Powiat radzyński,G.Ulan-Majorat,0615072,6184,0,6184
Wojewodztwo Lubelskie,Powiat radzyński,G.Wohyń,0615082,7144,0,7144
Wojewodztwo Lubelskie,Powiat rycki,M.Dęblin,0616011,17707,17707,0
Wojewodztwo Lubelskie,Powiat rycki,G.Kłoczew,0616022,7490,0,7490
Wojewodztwo Lubelskie,Powiat rycki,G.Nowodwór,0616032,4277,0,4277
Wojewodztwo Lubelskie,Powiat rycki,M-W.Ryki,0616043,20866,10010,10856
Wojewodztwo Lubelskie,Powiat rycki,G.Stężyca,0616052,5414,0,5414
Wojewodztwo Lubelskie,Powiat rycki,G.Ułęż,0616062,3383,0,3383
Wojewodztwo Lubelskie,Powiat świdnicki,M.Świdnik,0617011,40710,40710,0
Wojewodztwo Lubelskie,Powiat świdnicki,G.Mełgiew,0617022,8945,0,8945
Wojewodztwo Lubelskie,Powiat świdnicki,M-W.Piaski,0617033,10768,2718,8050
Wojewodztwo Lubelskie,Powiat świdnicki,G.Rybczewice,0617042,3705,0,3705
Wojewodztwo Lubelskie,Powiat świdnicki,G.Trawniki,0617052,9263,0,9263
Wojewodztwo Lubelskie,Powiat tomaszowski,M.Tomaszów Lubelski,0618011,20518,20518,0
Wojewodztwo Lubelskie,Powiat tomaszowski,G.Bełżec,0618022,3480,0,3480
Wojewodztwo Lubelskie,Powiat tomaszowski,G.Jarczów,0618032,3636,0,3636
Wojewodztwo Lubelskie,Powiat tomaszowski,G.Krynice,0618042,3518,0,3518
Wojewodztwo Lubelskie,Powiat tomaszowski,G.Lubycza Królewska,0618052,6646,0,6646
Wojewodztwo Lubelskie,Powiat tomaszowski,M-W.Łaszczów,0618063,6518,2213,4305
Wojewodztwo Lubelskie,Powiat tomaszowski,G.Rachanie,0618072,5514,0,5514
Wojewodztwo Lubelskie,Powiat tomaszowski,G.Susiec,0618082,7816,0,7816
Wojewodztwo Lubelskie,Powiat tomaszowski,G.Tarnawatka,0618092,4064,0,4064
Wojewodztwo Lubelskie,Powiat tomaszowski,G.Telatyn,0618102,4415,0,4415
Wojewodztwo Lubelskie,Powiat tomaszowski,G.Tomaszów Lubelski,0618112,11105,0,11105
Wojewodztwo Lubelskie,Powiat tomaszowski,M-W.Tyszowce,0618123,6087,2228,3859
Wojewodztwo Lubelskie,Powiat tomaszowski,G.Ulhówek,0618132,5100,0,5100
Wojewodztwo Lubelskie,Powiat włodawski,M.Włodawa,0619011,13798,13798,0
Wojewodztwo Lubelskie,Powiat włodawski,G.Hanna,0619022,3149,0,3149
Wojewodztwo Lubelskie,Powiat włodawski,G.Hańsk,0619032,3881,0,3881
Wojewodztwo Lubelskie,Powiat włodawski,G.Stary Brus,0619042,2180,0,2180
Wojewodztwo Lubelskie,Powiat włodawski,G.Urszulin,0619052,4139,0,4139
Wojewodztwo Lubelskie,Powiat włodawski,G.Włodawa,0619062,6049,0,6049
Wojewodztwo Lubelskie,Powiat włodawski,G.Wola Uhruska,0619072,4114,0,4114
Wojewodztwo Lubelskie,Powiat włodawski,G.Wyryki,0619082,2778,0,2778
Wojewodztwo Lubelskie,Powiat zamojski,G.Adamów,0620012,4935,0,4935
Wojewodztwo Lubelskie,Powiat zamojski,G.Grabowiec,0620022,4435,0,4435
Wojewodztwo Lubelskie,Powiat zamojski,G.Komarów-Osada,0620032,5380,0,5380
Wojewodztwo Lubelskie,Powiat zamojski,M-W.Krasnobród,0620043,7268,3110,4158
Wojewodztwo Lubelskie,Powiat zamojski,G.Łabunie,0620052,6370,0,6370
Wojewodztwo Lubelskie,Powiat zamojski,G.Miączyn,0620062,6214,0,6214
Wojewodztwo Lubelskie,Powiat zamojski,G.Nielisz,0620072,5833,0,5833
Wojewodztwo Lubelskie,Powiat zamojski,G.Radecznica,0620082,6096,0,6096
Wojewodztwo Lubelskie,Powiat zamojski,G.Sitno,0620092,6854,0,6854
Wojewodztwo Lubelskie,Powiat zamojski,G.Skierbieszów,0620102,5525,0,5525
Wojewodztwo Lubelskie,Powiat zamojski,G.Stary Zamość,0620112,5444,0,5444
Wojewodztwo Lubelskie,Powiat zamojski,G.Sułów,0620122,4877,0,4877
Wojewodztwo Lubelskie,Powiat zamojski,M-W.Szczebrzeszyn,0620133,11854,5294,6560
Wojewodztwo Lubelskie,Powiat zamojski,G.Zamość,0620142,21675,0,21675
Wojewodztwo Lubelskie,Powiat zamojski,M-W.Zwierzyniec,0620153,7098,3378,3720
Wojewodztwo Lubelskie,Powiat zamojski,m. Biała Podlaska,0661,58009,58009,0
Wojewodztwo Lubelskie,Powiat zamojski,m. Chełm,0662,66362,66362,0
Wojewodztwo Lubelskie,Powiat zamojski,m. Lublin,0663,349103,349103,0
Wojewodztwo Lubelskie,Powiat zamojski,m. Zamość,0664,65966,65966,0
Wojewodztwo Lubuskie,Powiat gorzowski,M.Kostrzyn nad Odrą,0801011,18070,18070,0
Wojewodztwo Lubuskie,Powiat gorzowski,G.Bogdaniec,0801022,7030,0,7030
Wojewodztwo Lubuskie,Powiat gorzowski,G.Deszczno,0801032,8448,0,8448
Wojewodztwo Lubuskie,Powiat gorzowski,G.Kłodawa,0801042,7506,0,7506
Wojewodztwo Lubuskie,Powiat gorzowski,G.Lubiszyn,0801052,6900,0,6900
Wojewodztwo Lubuskie,Powiat gorzowski,G.Santok,0801062,7871,0,7871
Wojewodztwo Lubuskie,Powiat gorzowski,M-W.Witnica,0801073,13092,6966,6126
Wojewodztwo Lubuskie,Powiat krośnieński,M.Gubin,0802011,17072,17072,0
Wojewodztwo Lubuskie,Powiat krośnieński,G.Bobrowice,0802022,3241,0,3241
Wojewodztwo Lubuskie,Powiat krośnieński,G.Bytnica,0802032,2618,0,2618
Wojewodztwo Lubuskie,Powiat krośnieński,G.Dąbie,0802042,5069,0,5069
Wojewodztwo Lubuskie,Powiat krośnieński,G.Gubin,0802052,7438,0,7438
Wojewodztwo Lubuskie,Powiat krośnieński,M-W.Krosno Odrzańskie,0802063,18667,12108,6559
Wojewodztwo Lubuskie,Powiat krośnieński,G.Maszewo,0802072,2957,0,2957
Wojewodztwo Lubuskie,Powiat międzyrzecki,G.Bledzew,0803012,4609,0,4609
Wojewodztwo Lubuskie,Powiat międzyrzecki,M-W.Międzyrzecz,0803023,25231,18753,6478
Wojewodztwo Lubuskie,Powiat międzyrzecki,G.Przytoczna,0803032,5645,0,5645
Wojewodztwo Lubuskie,Powiat międzyrzecki,G.Pszczew,0803042,4266,0,4266
Wojewodztwo Lubuskie,Powiat międzyrzecki,M-W.Skwierzyna,0803053,12687,10004,2683
Wojewodztwo Lubuskie,Powiat międzyrzecki,M-W.Trzciel,0803063,6500,2449,4051
Wojewodztwo Lubuskie,Powiat nowosolski,M.Nowa Sól,0804011,40369,40369,0
Wojewodztwo Lubuskie,Powiat nowosolski,M-W.Bytom Odrzański,0804023,5497,4430,1067
Wojewodztwo Lubuskie,Powiat nowosolski,G.Kolsko,0804032,3285,0,3285
Wojewodztwo Lubuskie,Powiat nowosolski,M-W.Kożuchów,0804043,16404,9784,6620
Wojewodztwo Lubuskie,Powiat nowosolski,G.Nowa Sól,0804052,6705,0,6705
Wojewodztwo Lubuskie,Powiat nowosolski,M-W.Nowe Miasteczko,0804063,5564,2885,2679
Wojewodztwo Lubuskie,Powiat nowosolski,G.Otyń,0804072,6630,0,6630
Wojewodztwo Lubuskie,Powiat nowosolski,G.Siedlisko,0804082,3629,0,3629
Wojewodztwo Lubuskie,Powiat słubicki,M-W.Cybinka,0805013,6775,2826,3949
Wojewodztwo Lubuskie,Powiat słubicki,G.Górzyca,0805022,4275,0,4275
Wojewodztwo Lubuskie,Powiat słubicki,M-W.Ośno Lubuskie,0805033,6545,3897,2648
Wojewodztwo Lubuskie,Powiat słubicki,M-W.Rzepin,0805043,10000,6732,3268
Wojewodztwo Lubuskie,Powiat słubicki,M-W.Słubice,0805053,19940,17045,2895
Wojewodztwo Lubuskie,Powiat strzelecko-drezdenecki,M-W.Dobiegniew,0806013,6908,3210,3698
Wojewodztwo Lubuskie,Powiat strzelecko-drezdenecki,M-W.Drezdenko,0806023,17618,10563,7055
Wojewodztwo Lubuskie,Powiat strzelecko-drezdenecki,G.Stare Kurowo,0806032,4221,0,4221
Wojewodztwo Lubuskie,Powiat strzelecko-drezdenecki,M-W.Strzelce Krajeńskie,0806043,17513,10218,7295
Wojewodztwo Lubuskie,Powiat strzelecko-drezdenecki,G.Zwierzyn,0806052,4449,0,4449
Wojewodztwo Lubuskie,Powiat sulęciński,G.Krzeszyce,0807012,4684,0,4684
Wojewodztwo Lubuskie,Powiat sulęciński,M-W.Lubniewice,0807023,3113,2001,1112
Wojewodztwo Lubuskie,Powiat sulęciński,G.Słońsk,0807032,4846,0,4846
Wojewodztwo Lubuskie,Powiat sulęciński,M-W.Sulęcin,0807043,16381,10248,6133
Wojewodztwo Lubuskie,Powiat sulęciński,M-W.Torzym,0807053,6951,2535,4416
Wojewodztwo Lubuskie,Powiat świebodziński,G.Lubrza,0808012,3514,0,3514
